free_flow_speed_kmh,weekend,time_period,travel_time_category,speed_kmh,rush_hours,hour,congestion_level,travel_time_per_10_km_min
41.8,0,evening,heavy,28.0,1,17,49.2,21.4
41.2,0,evening,heavy,29.9,1,18,38.0,20.0
40.5,0,evening,heavy,32.0,1,19,26.6,18.7
39.9,0,evening,heavy,33.0,0,20,20.8,18.1
40.1,0,night,heavy,34.5,0,21,16.3,17.3
40.2,0,night,heavy,35.4,0,22,13.3,16.9
39.3,0,night,heavy,35.8,0,23,9.6,16.7
38.3,0,late night,heavy,35.3,0,0,8.7,16.9
38.0,0,late night,heavy,35.2,0,1,7.7,16.9
39.2,0,late night,heavy,36.4,0,2,7.7,16.4
41.3,0,late night,heavy,38.2,0,3,8.1,15.6
45.0,0,late night,moderate,42.6,0,4,5.6,14.0
45.8,0,late night,moderate,40.9,0,5,11.8,14.6
45.2,0,morning,heavy,35.2,0,6,28.5,17.0
43.3,0,morning,heavy,28.6,1,7,51.2,20.9
42.0,0,morning,heavy,26.5,1,8,58.2,22.5
41.4,0,morning,heavy,27.6,1,9,50.0,21.7
42.0,0,morning,heavy,30.3,1,10,38.7,19.7
41.8,0,morning,heavy,30.3,1,11,37.9,19.7
41.9,0,afternoon,heavy,30.2,1,12,38.7,19.8
41.8,0,afternoon,heavy,29.6,1,13,41.0,20.2
41.7,0,afternoon,heavy,28.1,1,14,48.4,21.3
41.2,0,afternoon,heavy,25.5,1,15,61.4,23.4
41.0,0,afternoon,heavy,25.0,1,16,63.9,23.9
41.3,0,evening,heavy,27.0,1,17,52.7,22.1
41.1,0,evening,heavy,29.0,1,18,41.5,20.6
40.2,0,evening,heavy,31.3,1,19,28.3,19.1
39.9,0,evening,heavy,32.8,0,20,21.3,18.2
40.1,0,night,heavy,34.3,0,21,17.0,17.4
39.6,0,night,heavy,34.7,0,22,14.1,17.2
39.1,0,night,heavy,35.3,0,23,10.5,16.9
37.9,0,late night,heavy,34.7,0,0,9.2,17.2
37.5,0,late night,heavy,34.5,0,1,8.6,17.3
38.1,0,late night,heavy,34.8,0,2,9.3,17.2
40.9,0,late night,heavy,37.6,0,3,8.6,15.9
44.9,0,late night,moderate,42.1,0,4,6.7,14.2
45.8,0,late night,moderate,40.6,0,5,12.5,14.7
45.2,0,morning,heavy,35.7,0,6,26.6,16.7
43.3,0,morning,heavy,28.7,1,7,50.6,20.8
42.2,0,morning,heavy,27.3,1,8,54.3,21.9
42.3,0,morning,heavy,29.5,1,9,43.6,20.3
42.3,0,morning,heavy,30.6,1,10,38.2,19.6
41.9,0,morning,heavy,30.3,1,11,38.3,19.7
42.0,0,afternoon,heavy,30.0,1,12,39.8,19.9
42.0,0,afternoon,heavy,29.9,1,13,40.2,20.0
42.0,0,afternoon,heavy,28.7,1,14,46.6,20.9
41.6,0,afternoon,heavy,26.4,1,15,57.4,22.6
41.4,0,afternoon,heavy,26.4,1,16,57.1,22.7
41.6,0,evening,heavy,27.6,1,17,50.9,21.7
41.1,0,evening,heavy,29.0,1,18,41.4,20.6
40.2,0,evening,heavy,31.2,1,19,28.9,19.2
40.1,0,evening,heavy,32.8,0,20,22.3,18.2
39.9,0,night,heavy,33.9,0,21,17.6,17.6
39.7,0,night,heavy,34.7,0,22,14.4,17.2
38.8,0,night,heavy,34.8,0,23,11.4,17.2
37.7,0,late night,heavy,34.3,0,0,10.0,17.4
37.2,0,late night,heavy,34.0,0,1,9.3,17.6
38.0,0,late night,heavy,34.7,0,2,9.2,17.2
40.4,0,late night,heavy,37.5,0,3,7.7,15.9
44.9,0,late night,moderate,42.2,0,4,6.3,14.1
45.5,0,late night,moderate,40.9,0,5,11.2,14.6
45.1,0,morning,heavy,36.1,0,6,25.1,16.6
43.3,0,morning,heavy,29.0,1,7,49.3,20.6
41.9,0,morning,heavy,26.2,1,8,59.7,22.8
41.8,0,morning,heavy,27.9,1,9,49.7,21.4
41.2,0,morning,heavy,28.1,1,10,46.2,21.2
41.7,0,morning,heavy,29.2,1,11,42.4,20.4
41.9,0,afternoon,heavy,29.4,1,12,42.0,20.3
41.8,0,afternoon,heavy,29.0,1,13,44.3,20.6
41.9,0,afternoon,heavy,27.9,1,14,50.0,21.4
41.3,0,afternoon,heavy,25.8,1,15,59.9,23.2
41.3,0,afternoon,heavy,25.7,1,16,60.4,23.2
41.5,0,evening,heavy,27.3,1,17,52.0,21.9
41.2,0,evening,heavy,28.8,1,18,43.1,20.8
40.2,0,evening,heavy,31.1,1,19,29.3,19.2
40.2,0,evening,heavy,32.9,0,20,22.1,18.1
40.1,0,night,heavy,33.9,0,21,18.2,17.6
39.6,0,night,heavy,33.9,0,22,16.8,17.6
39.6,0,night,heavy,35.6,0,23,11.2,16.8
37.8,0,late night,heavy,34.8,0,0,8.5,17.2
37.2,0,late night,heavy,34.5,0,1,7.6,17.3
37.5,0,late night,heavy,34.6,0,2,8.1,17.2
40.1,0,late night,heavy,37.2,0,3,7.5,16.0
44.5,0,late night,moderate,42.1,0,4,5.7,14.2
45.4,0,late night,moderate,41.0,0,5,10.6,14.5
44.9,0,morning,heavy,36.7,0,6,22.1,16.3
43.2,0,morning,heavy,30.6,1,7,40.8,19.5
42.3,0,morning,heavy,30.0,1,8,40.8,19.9
42.6,0,morning,heavy,31.0,1,9,37.6,19.3
42.5,0,morning,heavy,30.9,1,10,37.4,19.3
42.3,0,morning,heavy,30.3,1,11,39.7,19.7
42.1,0,afternoon,heavy,28.9,1,12,45.5,20.7
41.8,0,afternoon,heavy,27.6,1,13,51.1,21.6
41.7,0,afternoon,heavy,26.7,1,14,56.0,22.4
41.8,0,afternoon,heavy,27.3,1,15,52.9,21.9
42.0,0,afternoon,heavy,28.9,1,16,45.4,20.7
41.7,0,evening,heavy,28.3,1,17,47.1,21.1
41.1,0,evening,heavy,28.6,1,18,43.7,20.9
40.9,0,evening,heavy,30.5,1,19,33.9,19.6
40.0,0,evening,heavy,31.6,0,20,26.5,18.9
39.5,0,night,heavy,32.2,0,21,22.6,18.5
39.2,0,night,heavy,32.0,0,22,22.3,18.7
38.8,0,night,heavy,33.5,0,23,16.0,17.9
37.5,1,late night,heavy,33.6,0,0,11.6,17.8
36.7,1,late night,heavy,34.0,0,1,8.0,17.6
36.6,1,late night,heavy,34.4,0,2,6.2,17.4
37.7,1,late night,heavy,35.9,0,3,4.7,16.6
39.6,1,late night,heavy,38.1,0,4,3.9,15.7
40.7,1,late night,heavy,38.3,0,5,6.3,15.6
42.4,1,morning,heavy,39.0,0,6,8.8,15.3
43.6,1,morning,heavy,39.0,1,7,11.6,15.3
43.7,1,morning,heavy,38.4,1,8,13.7,15.6
43.7,1,morning,heavy,36.3,1,9,20.4,16.5
43.1,1,morning,heavy,34.3,1,10,25.5,17.4
42.6,1,morning,heavy,32.5,1,11,30.7,18.4
42.3,1,afternoon,heavy,31.3,1,12,35.1,19.1
41.8,1,afternoon,heavy,30.3,1,13,38.1,19.7
41.9,1,afternoon,heavy,30.0,1,14,39.6,19.9
41.5,1,afternoon,heavy,30.0,1,15,38.3,19.9
41.5,1,afternoon,heavy,29.9,1,16,38.6,20.0
41.5,1,evening,heavy,29.6,1,17,40.1,20.2
41.0,1,evening,heavy,29.3,1,18,39.7,20.4
39.9,1,evening,heavy,30.6,1,19,30.1,19.5
39.3,1,evening,heavy,31.5,0,20,24.6,19.0
39.1,1,night,heavy,32.3,0,21,20.9,18.5
39.7,1,night,heavy,33.2,0,22,19.7,18.0
40.3,1,night,heavy,33.0,0,23,22.1,18.1
38.4,1,late night,heavy,33.9,0,0,13.3,17.6
37.2,1,late night,heavy,34.2,0,1,8.6,17.5
36.6,1,late night,heavy,34.5,0,2,5.9,17.3
36.5,1,late night,heavy,35.0,0,3,4.2,17.0
37.9,1,late night,heavy,36.4,0,4,3.9,16.4
39.4,1,late night,heavy,38.2,0,5,3.3,15.7
39.8,1,morning,heavy,38.1,0,6,4.4,15.7
42.1,1,morning,heavy,39.1,1,7,7.8,15.3
43.6,1,morning,moderate,39.8,1,8,9.6,15.0
44.0,1,morning,heavy,39.0,1,9,12.6,15.3
43.7,1,morning,heavy,37.7,1,10,15.8,15.8
43.7,1,morning,heavy,36.6,1,11,19.3,16.3
43.3,1,afternoon,heavy,35.2,1,12,22.7,16.9
42.8,1,afternoon,heavy,33.7,1,13,27.0,17.8
42.6,1,afternoon,heavy,32.5,1,14,30.8,18.4
42.1,1,afternoon,heavy,32.6,1,15,29.2,18.3
42.3,1,afternoon,heavy,32.9,1,16,28.4,18.2
42.0,1,evening,heavy,31.6,1,17,32.9,18.9
41.7,1,evening,heavy,32.3,1,18,29.1,18.5
41.1,1,evening,heavy,33.3,1,19,23.2,17.9
40.8,1,evening,heavy,34.1,0,20,19.3,17.5
40.5,1,night,heavy,34.8,0,21,16.5,17.2
40.2,1,night,heavy,35.4,0,22,13.5,16.9
39.6,1,night,heavy,35.8,0,23,10.6,16.7
38.8,0,late night,heavy,35.7,0,0,8.5,16.7
38.2,0,late night,heavy,35.7,0,1,6.8,16.7
39.1,0,late night,heavy,37.1,0,2,5.2,16.1
40.6,0,late night,heavy,38.9,0,3,4.3,15.3
44.0,0,late night,moderate,42.1,0,4,4.4,14.2
45.1,0,late night,moderate,39.8,0,5,13.1,15.0
44.3,0,morning,heavy,33.6,0,6,31.7,17.8
42.2,0,morning,heavy,25.0,1,7,68.4,23.9
41.1,0,morning,heavy,22.1,1,8,85.2,27.0
40.9,0,morning,heavy,24.5,1,9,66.7,24.4
41.4,0,morning,heavy,28.8,1,10,43.4,20.7
41.2,0,morning,heavy,29.5,1,11,39.8,20.3
41.4,0,afternoon,heavy,29.1,1,12,42.0,20.5
41.1,0,afternoon,heavy,28.2,1,13,45.8,21.2
41.1,0,afternoon,heavy,25.7,1,14,59.8,23.3
40.4,0,afternoon,heavy,22.9,1,15,75.9,26.0
40.3,0,afternoon,heavy,23.1,1,16,73.9,25.8
40.9,0,evening,heavy,25.8,1,17,58.6,23.2
40.5,0,evening,heavy,27.6,1,18,46.6,21.6
39.8,0,evening,heavy,30.3,1,19,31.4,19.7
39.6,0,evening,heavy,32.5,0,20,21.9,18.4
39.4,0,night,heavy,33.7,0,21,17.0,17.8
39.3,0,night,heavy,34.6,0,22,13.4,17.2
38.0,0,night,heavy,34.6,0,23,9.8,17.3
37.4,0,late night,heavy,34.4,0,0,8.5,17.4
37.6,0,late night,heavy,35.2,0,1,6.7,17.0
38.4,0,late night,heavy,35.6,0,2,7.8,16.8
41.0,0,late night,heavy,38.3,0,3,6.8,15.6
44.9,0,late night,moderate,42.2,0,4,6.2,14.1
45.2,0,late night,heavy,39.0,0,5,15.6,15.3
43.6,0,morning,heavy,31.9,0,6,36.8,18.7
41.9,0,morning,heavy,26.2,1,7,59.8,22.8
41.1,0,morning,heavy,24.3,1,8,68.9,24.6
41.4,0,morning,heavy,26.9,1,9,53.8,22.2
41.8,0,morning,heavy,29.6,1,10,41.4,20.2
41.7,0,morning,heavy,29.5,1,11,41.2,20.2
41.8,0,afternoon,heavy,29.5,1,12,41.6,20.3
41.9,0,afternoon,heavy,28.9,1,13,44.7,20.6
41.5,0,afternoon,heavy,26.1,1,14,58.4,22.9
41.0,0,afternoon,heavy,23.8,1,15,71.5,25.1
41.0,0,afternoon,heavy,23.7,1,16,72.5,25.2
41.3,0,evening,heavy,25.8,1,17,59.9,23.2
41.1,0,evening,heavy,28.2,1,18,45.6,21.2
40.3,0,evening,heavy,31.0,1,19,29.8,19.3
40.0,0,evening,heavy,32.9,0,20,21.6,18.2
40.1,0,night,heavy,34.2,0,21,17.3,17.5
40.2,0,night,heavy,35.1,0,22,14.2,17.0
39.3,0,night,heavy,35.5,0,23,10.7,16.8
37.8,0,late night,heavy,34.7,0,0,8.7,17.2
37.6,0,late night,heavy,34.8,0,1,7.9,17.2
38.1,0,late night,heavy,35.2,0,2,8.4,17.0
41.4,0,late night,heavy,38.3,0,3,8.0,15.6
44.6,0,late night,moderate,42.1,0,4,5.8,14.2
45.6,0,late night,moderate,40.7,0,5,11.9,14.7
45.4,0,morning,heavy,35.8,0,6,26.9,16.7
43.4,0,morning,heavy,29.3,1,7,48.0,20.4
42.5,0,morning,heavy,27.5,1,8,54.4,21.7
42.2,0,morning,heavy,29.4,1,9,43.3,20.3
42.3,0,morning,heavy,30.7,1,10,37.8,19.5
41.9,0,morning,heavy,29.6,1,11,41.6,20.2
41.8,0,afternoon,heavy,29.4,1,12,42.0,20.3
42.1,0,afternoon,heavy,29.6,1,13,42.1,20.2
41.9,0,afternoon,heavy,28.0,1,14,49.3,21.3
41.7,0,afternoon,heavy,26.7,1,15,56.1,22.4
41.4,0,afternoon,heavy,26.6,1,16,55.7,22.5
41.7,0,evening,heavy,28.1,1,17,48.2,21.2
41.1,0,evening,heavy,29.1,1,18,40.9,20.5
40.2,0,evening,heavy,31.0,1,19,29.7,19.3
40.0,0,evening,heavy,32.7,0,20,22.2,18.3
40.1,0,night,heavy,34.2,0,21,17.1,17.5
39.7,0,night,heavy,34.7,0,22,14.6,17.2
38.8,0,night,heavy,35.0,0,23,10.6,17.1
37.9,0,late night,heavy,34.9,0,0,8.5,17.1
37.5,0,late night,heavy,35.0,0,1,6.9,17.1
38.0,0,late night,heavy,35.3,0,2,7.8,16.9
41.0,0,late night,heavy,38.0,0,3,7.7,15.7
45.1,0,late night,moderate,42.9,0,4,5.0,13.9
45.8,0,late night,moderate,41.4,0,5,10.4,14.4
45.4,0,morning,heavy,36.4,0,6,24.6,16.4
43.6,0,morning,heavy,30.3,1,7,44.1,19.7
42.6,0,morning,heavy,28.7,1,8,48.2,20.8
42.3,0,morning,heavy,30.1,1,9,40.6,19.9
42.2,0,morning,heavy,30.6,1,10,37.7,19.5
42.0,0,morning,heavy,29.8,1,11,40.8,20.1
41.9,0,afternoon,heavy,29.3,1,12,42.8,20.4
42.0,0,afternoon,heavy,29.2,1,13,43.6,20.5
42.1,0,afternoon,heavy,27.9,1,14,50.7,21.4
41.5,0,afternoon,heavy,25.8,1,15,60.5,23.1
41.7,0,afternoon,heavy,25.9,1,16,60.8,23.1
41.6,0,evening,heavy,26.6,1,17,56.1,22.4
40.9,0,evening,heavy,27.3,1,18,49.9,21.9
40.1,0,evening,heavy,30.0,1,19,33.6,19.9
40.3,0,evening,heavy,32.7,0,20,23.2,18.3
40.0,0,night,heavy,33.3,0,21,19.9,17.9
40.0,0,night,heavy,34.0,0,22,17.7,17.6
39.6,0,night,heavy,35.2,0,23,12.4,17.0
37.6,0,late night,heavy,34.5,0,0,9.1,17.3
37.2,0,late night,heavy,34.4,0,1,7.9,17.3
37.7,0,late night,heavy,35.0,0,2,7.6,17.1
40.6,0,late night,heavy,38.0,0,3,6.9,15.7
44.7,0,late night,moderate,42.3,0,4,5.7,14.1
45.6,0,late night,moderate,41.3,0,5,10.4,14.4
45.2,0,morning,heavy,37.0,0,6,22.1,16.2
43.3,0,morning,heavy,31.1,1,7,39.0,19.2
42.4,0,morning,heavy,30.1,1,8,40.8,19.9
42.5,0,morning,heavy,31.1,1,9,36.5,19.2
42.2,0,morning,heavy,29.9,1,10,41.1,20.0
42.3,0,morning,heavy,29.0,1,11,45.9,20.6
42.4,0,afternoon,heavy,28.7,1,12,47.8,20.8
42.3,0,afternoon,heavy,27.9,1,13,51.8,21.4
42.0,0,afternoon,heavy,26.9,1,14,55.7,22.2
41.7,0,afternoon,heavy,27.3,1,15,52.4,21.9
41.8,0,afternoon,heavy,28.5,1,16,46.3,20.9
41.4,0,evening,heavy,28.4,1,17,45.9,21.1
41.1,0,evening,heavy,29.1,1,18,41.3,20.5
40.1,0,evening,heavy,30.0,1,19,33.7,19.9
40.3,0,evening,heavy,32.1,0,20,25.7,18.6
40.4,0,night,heavy,33.5,0,21,20.6,17.8
39.4,0,night,heavy,33.2,0,22,18.5,18.0
38.7,0,night,heavy,33.8,0,23,14.4,17.7
37.7,1,late night,heavy,34.1,0,0,10.4,17.5
36.8,1,late night,heavy,34.4,0,1,7.1,17.4
37.0,1,late night,heavy,35.2,0,2,5.3,17.0
38.6,1,late night,heavy,37.1,0,3,4.1,16.1
41.5,1,late night,moderate,40.1,0,4,3.4,14.9
42.2,1,late night,moderate,40.2,0,5,4.9,14.9
43.1,1,morning,moderate,40.1,0,6,7.5,14.9
44.1,1,morning,moderate,40.1,1,7,9.9,14.9
44.1,1,morning,heavy,39.4,1,8,11.8,15.2
43.8,1,morning,heavy,37.2,1,9,17.6,16.1
43.5,1,morning,heavy,35.1,1,10,23.8,17.0
43.2,1,morning,heavy,33.3,1,11,29.6,18.0
42.4,1,afternoon,heavy,31.6,1,12,34.3,18.9
42.1,1,afternoon,heavy,30.6,1,13,37.7,19.5
41.8,1,afternoon,heavy,30.1,1,14,38.7,19.9
41.4,1,afternoon,heavy,29.9,1,15,38.4,20.0
41.3,1,afternoon,heavy,30.3,1,16,36.3,19.7
41.1,1,evening,heavy,29.9,1,17,37.5,20.0
40.5,1,evening,heavy,30.1,1,18,34.3,19.8
39.5,1,evening,heavy,30.6,1,19,28.9,19.5
39.2,1,evening,heavy,31.4,0,20,24.8,19.1
39.5,1,night,heavy,32.8,0,21,20.4,18.2
39.3,1,night,heavy,33.2,0,22,18.4,18.0
39.0,1,night,heavy,34.0,0,23,14.9,17.6
38.5,1,late night,heavy,34.5,0,0,11.3,17.3
37.2,1,late night,heavy,34.5,0,1,7.9,17.3
36.3,1,late night,heavy,34.4,0,2,5.2,17.3
37.2,1,late night,heavy,35.8,0,3,3.6,16.7
38.9,1,late night,heavy,38.0,0,4,2.2,15.7
40.0,1,late night,heavy,39.2,0,5,1.9,15.2
40.8,1,morning,moderate,39.8,0,6,2.5,15.0
42.1,1,morning,heavy,39.6,1,7,6.4,15.1
43.4,1,morning,moderate,40.2,1,8,7.8,14.9
43.5,1,morning,heavy,39.2,1,9,10.8,15.2
43.9,1,morning,heavy,38.2,1,10,14.7,15.6
43.7,1,morning,heavy,37.1,1,11,17.6,16.1
43.5,1,afternoon,heavy,35.9,1,12,20.8,16.6
43.2,1,afternoon,heavy,34.6,1,13,24.5,17.2
42.6,1,afternoon,heavy,34.0,1,14,25.4,17.6
42.3,1,afternoon,heavy,33.6,1,15,25.9,17.8
42.2,1,afternoon,heavy,33.2,1,16,27.2,18.0
41.8,1,evening,heavy,32.2,1,17,29.8,18.6
41.2,1,evening,heavy,32.2,1,18,27.7,18.5
41.1,1,evening,heavy,33.7,1,19,21.8,17.7
40.6,1,evening,heavy,34.2,0,20,18.7,17.5
40.6,1,night,heavy,35.0,0,21,15.7,17.1
40.4,1,night,heavy,35.5,0,22,13.7,16.8
39.7,1,night,heavy,36.2,0,23,9.6,16.5
38.6,0,late night,heavy,36.0,0,0,7.1,16.6
38.2,0,late night,heavy,36.2,0,1,5.6,16.5
38.8,0,late night,heavy,36.5,0,2,6.1,16.3
42.1,0,late night,moderate,39.8,0,3,5.5,15.0
45.9,0,late night,moderate,44.2,0,4,3.9,13.5
46.4,0,late night,moderate,42.1,0,5,10.0,14.2
45.6,0,morning,heavy,37.3,0,6,22.2,16.0
44.7,0,morning,heavy,34.0,1,7,31.3,17.6
43.0,0,morning,heavy,31.7,1,8,35.7,18.9
42.7,0,morning,heavy,31.4,1,9,36.1,19.1
42.4,0,morning,heavy,30.8,1,10,37.8,19.4
42.2,0,morning,heavy,30.0,1,11,40.5,19.9
42.2,0,afternoon,heavy,30.4,1,12,39.0,19.7
42.1,0,afternoon,heavy,30.5,1,13,38.1,19.6
42.1,0,afternoon,heavy,29.5,1,14,42.7,20.3
42.0,0,afternoon,heavy,28.5,1,15,47.2,21.0
41.9,0,afternoon,heavy,28.9,1,16,44.9,20.7
41.9,0,evening,heavy,30.0,1,17,39.7,19.9
41.6,0,evening,heavy,31.2,1,18,33.3,19.2
40.6,0,evening,heavy,32.5,1,19,24.9,18.4
40.3,0,evening,heavy,33.6,0,20,19.7,17.8
40.3,0,night,heavy,34.7,0,21,16.0,17.2
40.2,0,night,heavy,35.5,0,22,13.0,16.8
39.6,0,night,heavy,35.9,0,23,10.1,16.6
38.4,0,late night,heavy,35.5,0,0,8.3,16.8
37.8,0,late night,heavy,35.3,0,1,7.0,16.9
38.9,0,late night,heavy,36.2,0,2,7.4,16.5
41.0,0,late night,heavy,38.6,0,3,6.2,15.5
44.8,0,late night,moderate,42.6,0,4,5.1,14.0
45.8,0,late night,moderate,41.3,0,5,10.8,14.5
45.5,0,morning,heavy,37.2,0,6,22.3,16.1
44.5,0,morning,heavy,33.9,1,7,31.0,17.6
43.0,0,morning,heavy,31.8,1,8,35.3,18.8
42.7,0,morning,heavy,31.6,1,9,35.2,18.9
42.1,0,morning,heavy,30.3,1,10,39.0,19.7
41.7,0,morning,heavy,29.3,1,11,42.2,20.4
41.6,0,afternoon,heavy,29.1,1,12,42.9,20.5
42.2,0,afternoon,heavy,30.0,1,13,40.4,19.9
42.3,0,afternoon,heavy,29.2,1,14,45.1,20.5
41.8,0,afternoon,heavy,27.5,1,15,51.9,21.8
41.7,0,afternoon,heavy,27.8,1,16,49.8,21.5
42.0,0,evening,heavy,29.3,1,17,42.9,20.4
41.5,0,evening,heavy,30.4,1,18,36.2,19.6
40.6,0,evening,heavy,32.1,1,19,26.4,18.6
40.2,0,evening,heavy,33.4,0,20,20.5,17.9
40.3,0,night,heavy,34.7,0,21,16.2,17.2
40.0,0,night,heavy,35.2,0,22,13.8,17.0
39.7,0,night,heavy,36.3,0,23,9.5,16.5
37.6,0,late night,heavy,34.6,0,0,8.6,17.3
37.2,0,late night,heavy,34.5,0,1,7.9,17.3
37.7,0,late night,heavy,34.8,0,2,8.2,17.1
40.7,0,late night,heavy,37.8,0,3,7.6,15.8
44.4,0,late night,moderate,42.1,0,4,5.5,14.2
45.6,0,late night,moderate,41.3,0,5,10.3,14.5
45.3,0,morning,heavy,37.2,0,6,21.7,16.1
44.3,0,morning,heavy,33.6,1,7,31.5,17.8
42.3,0,morning,heavy,29.9,1,8,41.6,20.0
42.6,0,morning,heavy,30.3,1,9,40.5,19.7
42.7,0,morning,heavy,31.6,1,10,35.0,18.9
42.5,0,morning,heavy,31.4,1,11,35.4,19.0
42.3,0,afternoon,heavy,31.0,1,12,36.3,19.3
42.3,0,afternoon,heavy,30.9,1,13,36.7,19.3
42.4,0,afternoon,heavy,30.1,1,14,40.7,19.8
41.9,0,afternoon,heavy,28.4,1,15,47.7,21.1
42.0,0,afternoon,heavy,29.0,1,16,44.7,20.6
41.7,0,evening,heavy,29.3,1,17,42.1,20.4
41.1,0,evening,heavy,29.7,1,18,38.6,20.1
40.3,0,evening,heavy,31.3,1,19,28.6,19.1
39.4,0,evening,heavy,32.3,0,20,21.7,18.5
39.9,0,night,heavy,34.2,0,21,16.8,17.5
39.2,0,night,heavy,34.3,0,22,14.2,17.4
38.5,0,night,heavy,34.8,0,23,10.6,17.2
36.7,0,late night,heavy,33.8,0,0,8.4,17.7
36.8,0,late night,heavy,34.4,0,1,7.1,17.4
37.5,0,late night,heavy,35.0,0,2,7.1,17.0
40.6,0,late night,heavy,37.8,0,3,7.4,15.8
44.6,0,late night,moderate,42.5,0,4,4.9,14.0
45.6,0,late night,moderate,41.5,0,5,9.8,14.4
45.3,0,morning,heavy,37.2,0,6,21.5,16.0
44.5,0,morning,heavy,34.4,1,7,29.0,17.3
43.1,0,morning,heavy,32.0,1,8,34.7,18.7
42.4,0,morning,heavy,30.1,1,9,40.6,19.8
42.1,0,morning,heavy,30.4,1,10,38.5,19.7
42.2,0,morning,heavy,30.9,1,11,36.4,19.3
42.3,0,afternoon,heavy,30.9,1,12,36.5,19.3
42.4,0,afternoon,heavy,30.7,1,13,38.0,19.5
42.4,0,afternoon,heavy,29.7,1,14,42.5,20.1
42.1,0,afternoon,heavy,28.4,1,15,47.9,21.0
42.1,0,afternoon,heavy,28.5,1,16,47.9,21.0
42.0,0,evening,heavy,28.8,1,17,45.6,20.7
41.3,0,evening,heavy,29.4,1,18,40.4,20.3
40.3,0,evening,heavy,31.5,1,19,28.0,19.0
39.7,0,evening,heavy,32.7,0,20,21.2,18.3
39.9,0,night,heavy,33.8,0,21,18.0,17.7
39.5,0,night,heavy,34.4,0,22,15.1,17.4
38.4,0,night,heavy,34.6,0,23,11.0,17.3
36.7,0,late night,heavy,33.9,0,0,8.3,17.6
36.4,0,late night,heavy,34.3,0,1,6.1,17.4
36.9,0,late night,heavy,34.6,0,2,6.5,17.2
40.0,0,late night,heavy,37.9,0,3,5.5,15.8
44.9,0,late night,moderate,43.3,0,4,3.8,13.8
45.7,0,late night,moderate,42.0,0,5,8.7,14.2
45.4,0,morning,heavy,38.4,0,6,18.1,15.6
44.7,0,morning,heavy,35.9,1,7,24.5,16.6
43.2,0,morning,heavy,33.6,1,8,28.4,17.8
42.9,0,morning,heavy,32.5,1,9,31.9,18.4
43.0,0,morning,heavy,32.4,1,10,32.3,18.4
42.9,0,morning,heavy,31.9,1,11,34.2,18.7
42.8,0,afternoon,heavy,31.0,1,12,37.9,19.3
42.7,0,afternoon,heavy,29.8,1,13,43.1,20.1
42.4,0,afternoon,heavy,28.9,1,14,46.8,20.7
42.5,0,afternoon,heavy,29.9,1,15,42.2,20.0
42.4,0,afternoon,heavy,30.9,1,16,37.2,19.3
41.9,0,evening,heavy,30.5,1,17,37.2,19.6
41.3,0,evening,heavy,30.6,1,18,34.8,19.5
40.1,0,evening,heavy,31.0,1,19,29.3,19.3
39.3,0,evening,heavy,31.8,0,20,23.6,18.8
39.4,0,night,heavy,33.2,0,21,18.8,18.0
39.3,0,night,heavy,33.6,0,22,17.0,17.8
38.7,0,night,heavy,34.1,0,23,13.3,17.5
37.2,1,late night,heavy,33.8,0,0,9.8,17.7
36.6,1,late night,heavy,34.4,0,1,6.4,17.4
36.2,1,late night,heavy,34.4,0,2,5.1,17.4
38.3,1,late night,heavy,36.9,0,3,3.8,16.2
41.0,1,late night,moderate,39.8,0,4,2.9,15.0
41.6,1,late night,moderate,39.7,0,5,4.8,15.0
41.6,1,morning,heavy,38.5,0,6,8.0,15.5
43.8,1,morning,moderate,40.0,1,7,9.3,14.9
43.9,1,morning,heavy,39.4,1,8,11.4,15.2
43.8,1,morning,heavy,37.8,1,9,15.8,15.8
43.3,1,morning,heavy,35.7,1,10,21.3,16.7
43.1,1,morning,heavy,34.0,1,11,26.5,17.5
42.7,1,afternoon,heavy,32.7,1,12,30.6,18.3
42.4,1,afternoon,heavy,31.5,1,13,34.3,19.0
41.9,1,afternoon,heavy,30.5,1,14,37.5,19.6
41.7,1,afternoon,heavy,30.8,1,15,35.4,19.4
41.7,1,afternoon,heavy,31.1,1,16,33.9,19.2
41.6,1,evening,heavy,30.5,1,17,36.3,19.6
41.0,1,evening,heavy,30.2,1,18,35.9,19.8
40.1,1,evening,heavy,30.9,1,19,29.7,19.3
39.9,1,evening,heavy,32.2,0,20,24.1,18.6
39.6,1,night,heavy,32.9,0,21,20.4,18.2
39.9,1,night,heavy,33.5,0,22,19.2,17.8
39.6,1,night,heavy,33.8,0,23,17.2,17.7
37.8,1,late night,heavy,34.1,0,0,10.7,17.5
36.6,1,late night,heavy,34.0,0,1,7.6,17.6
35.9,1,late night,heavy,34.1,0,2,5.3,17.5
36.8,1,late night,heavy,35.4,0,3,3.9,16.9
38.8,1,late night,heavy,37.9,0,4,2.3,15.7
39.8,1,late night,heavy,38.9,0,5,2.3,15.4
40.2,1,morning,heavy,39.0,0,6,2.9,15.3
42.2,1,morning,moderate,39.9,1,7,5.9,15.0
43.1,1,morning,moderate,39.9,1,8,8.1,15.0
43.8,1,morning,heavy,39.4,1,9,11.3,15.2
43.8,1,morning,heavy,38.0,1,10,15.1,15.7
43.8,1,morning,heavy,36.8,1,11,18.8,16.2
43.5,1,afternoon,heavy,35.5,1,12,22.2,16.8
