provider,region,instance_type,vCPU,ram_gb,storage_gb,bandwidth_tb,contract_type,usage_hours,monthly_cost($)
Azure,us-west-2,memory,4,64,100,3.08,Reserved,360,114.78
GCP,us-west-2,compute,4,32,100,3.45,On-Demand,720,104.83
GCP,us-west-2,memory,8,16,100,4.19,On-Demand,720,118.38
GCP,us-east-1,memory,4,16,1000,0.92,On-Demand,720,100.4
Azure,ap-south-1,memory,2,8,1000,4.64,On-Demand,720,118.61
Azure,us-east-1,compute,8,8,200,1.3,Reserved,720,69.48
GCP,us-west-2,compute,8,8,500,1.64,On-Demand,360,103.04
GCP,ap-south-1,general,4,8,1000,0.79,On-Demand,360,88.64
Azure,us-west-2,general,16,32,100,1.82,On-Demand,720,194.96
GCP,us-west-2,memory,4,8,100,0.93,On-Demand,720,51.37
AWS,us-west-2,compute,2,64,100,0.95,On-Demand,720,117.65
Azure,us-east-1,general,8,16,200,4.93,On-Demand,360,142.56
GCP,eu-west-1,general,2,16,500,2.33,On-Demand,360,76.83
Azure,eu-west-1,compute,4,16,1000,0.68,On-Demand,720,108.7
AWS,eu-west-1,memory,2,8,500,1.61,Reserved,360,45.5
Azure,us-east-1,general,2,32,200,4.61,On-Demand,720,115.8
Azure,eu-west-1,memory,2,64,500,4.09,On-Demand,720,172.11
Azure,ap-south-1,general,8,32,100,2.61,On-Demand,360,139.43
Azure,us-west-2,general,8,8,500,1.48,On-Demand,720,112.37
AWS,eu-west-1,compute,16,32,200,3.16,On-Demand,720,202.24
Azure,us-east-1,compute,4,8,500,3.97,On-Demand,720,104.4
Azure,us-east-1,general,2,32,100,4.31,On-Demand,720,108.24
GCP,eu-west-1,memory,2,16,200,3.41,On-Demand,720,73.24
Azure,us-east-1,compute,8,32,100,2.47,On-Demand,360,138.11
GCP,eu-west-1,compute,2,64,200,2.75,On-Demand,720,131.43
AWS,eu-west-1,general,4,8,200,3.27,On-Demand,720,79.63
AWS,us-east-1,general,8,8,1000,1.88,Reserved,360,95.85
AWS,eu-west-1,compute,2,32,100,3.69,On-Demand,720,97.51
AWS,us-west-2,memory,16,64,500,2.2,On-Demand,360,251.9
GCP,ap-south-1,compute,2,64,1000,1.93,On-Demand,720,158.62
Azure,eu-west-1,general,4,32,100,3.53,On-Demand,720,116.62
AWS,us-east-1,memory,4,8,200,3,On-Demand,360,77.2
Azure,eu-west-1,general,2,16,1000,1.5,Reserved,360,72.5
GCP,us-east-1,general,8,8,1000,1.81,On-Demand,720,125.87
GCP,eu-west-1,memory,4,32,200,3.29,On-Demand,360,107.74
GCP,eu-west-1,memory,8,32,1000,0.76,On-Demand,720,148.81
AWS,us-west-2,general,8,8,100,3.14,On-Demand,360,103.96
Azure,eu-west-1,compute,2,16,200,4.65,On-Demand,720,92.66
Azure,us-west-2,memory,8,32,200,3.05,On-Demand,720,148.31
Azure,us-west-2,general,2,32,100,4.75,On-Demand,720,112.4
GCP,eu-west-1,compute,4,16,500,0.71,On-Demand,720,77.23
AWS,us-west-2,compute,4,32,100,1.38,On-Demand,720,91.72
GCP,us-east-1,general,8,64,1000,3.05,On-Demand,360,210.95
GCP,eu-west-1,memory,2,8,100,4.3,On-Demand,720,65.93
Azure,eu-west-1,general,4,8,100,2.67,On-Demand,360,73.22
GCP,ap-south-1,memory,4,32,500,1.33,On-Demand,720,103.81
Azure,us-east-1,general,8,64,100,1.88,On-Demand,720,179.57
AWS,us-east-1,compute,4,8,200,0.91,On-Demand,720,58.39
Azure,us-east-1,compute,2,32,100,1.13,Reserved,720,56.3
AWS,ap-south-1,memory,2,64,1000,1.15,On-Demand,720,159.95
Azure,eu-west-1,general,2,8,500,1.4,On-Demand,360,64.37
GCP,us-east-1,compute,8,8,100,2.44,On-Demand,720,92.78
GCP,us-east-1,general,8,16,100,1.85,Reserved,720,70.83
AWS,eu-west-1,general,16,16,500,4.76,Reserved,360,149.57
AWS,eu-west-1,memory,8,16,200,4.13,On-Demand,720,128.57
AWS,eu-west-1,general,8,64,100,4.15,Reserved,720,137.84
Azure,us-west-2,memory,16,64,100,2.76,On-Demand,720,250.89
Azure,ap-south-1,general,16,16,1000,3.05,On-Demand,720,225.59
AWS,us-east-1,memory,2,16,1000,4.63,On-Demand,360,124.07
GCP,us-west-2,general,2,8,1000,4.07,On-Demand,720,102.44
Azure,us-west-2,memory,16,64,1000,3.03,On-Demand,720,295.96
Azure,ap-south-1,compute,2,16,100,2.52,Reserved,360,48.82
Azure,ap-south-1,memory,2,64,500,1.77,Reserved,720,108.13
AWS,eu-west-1,general,4,16,1000,1.52,On-Demand,360,111.08
AWS,us-east-1,memory,4,32,500,1.16,On-Demand,360,107.74
AWS,us-west-2,general,2,16,100,4.15,On-Demand,720,79.25
AWS,eu-west-1,general,2,64,200,1.84,On-Demand,720,130.16
AWS,ap-south-1,general,4,32,200,4.77,On-Demand,720,126.73
GCP,us-west-2,memory,4,8,100,4.18,On-Demand,720,79.15
GCP,us-east-1,general,16,32,200,3.83,On-Demand,360,197.86
AWS,eu-west-1,memory,2,64,500,4.21,On-Demand,360,164.99
Azure,us-west-2,compute,4,32,200,1.5,Reserved,360,73.56
AWS,ap-south-1,general,2,8,100,4.06,On-Demand,360,67.24
GCP,eu-west-1,memory,4,8,1000,3.48,On-Demand,360,111.64
GCP,ap-south-1,general,4,32,100,2.24,On-Demand,360,94.49
Azure,us-east-1,general,4,16,1000,3.52,On-Demand,360,135.53
GCP,ap-south-1,memory,2,8,100,2.47,Reserved,360,36.2
AWS,us-west-2,memory,4,8,100,3.3,On-Demand,720,75.4
Azure,us-east-1,general,16,16,200,2.09,Reserved,360,128.68
AWS,eu-west-1,memory,4,32,1000,4.8,On-Demand,360,163
AWS,ap-south-1,general,2,16,1000,1.74,Reserved,720,70.6
Azure,eu-west-1,general,4,8,1000,2.04,On-Demand,360,109.79
AWS,ap-south-1,compute,2,8,200,2.38,On-Demand,360,56.62
GCP,ap-south-1,compute,8,16,100,2,On-Demand,720,99.66
AWS,eu-west-1,general,8,8,1000,1.66,On-Demand,720,131.14
Azure,us-east-1,memory,16,8,500,4.52,On-Demand,360,204.1
Azure,eu-west-1,memory,8,32,200,1.26,On-Demand,360,131.4
Azure,eu-west-1,compute,2,8,500,4.9,On-Demand,720,97.44
AWS,eu-west-1,memory,16,16,1000,1.89,On-Demand,720,204.41
Azure,us-west-2,memory,16,8,200,2.07,On-Demand,720,166.77
Azure,ap-south-1,general,16,32,100,3.53,On-Demand,360,211.12
AWS,us-west-2,compute,4,8,1000,4.65,On-Demand,360,128.05
GCP,us-east-1,general,8,16,500,3.8,Reserved,720,95.14
AWS,us-west-2,memory,2,32,1000,2.71,On-Demand,720,129.19
Azure,us-east-1,general,4,8,100,4.41,On-Demand,720,89.66
Azure,us-east-1,memory,4,16,500,4.34,On-Demand,360,119.66
AWS,us-east-1,compute,8,8,200,4.97,On-Demand,360,124.93
GCP,us-west-2,general,4,16,200,1.14,On-Demand,360,68.08
Azure,us-east-1,compute,16,16,500,4.5,On-Demand,360,215.67
Azure,us-east-1,compute,2,16,100,4.28,On-Demand,360,84.44
Azure,us-east-1,memory,4,32,100,3.45,Reserved,360,83.42
AWS,ap-south-1,general,8,64,1000,0.89,On-Demand,360,202.61
Azure,ap-south-1,memory,8,64,200,0.74,On-Demand,720,173.52
GCP,eu-west-1,compute,4,16,100,1.15,Reserved,360,46
Azure,eu-west-1,memory,2,16,100,0.52,On-Demand,360,48.91
Azure,us-west-2,general,2,8,100,2.13,Reserved,360,37.7
GCP,ap-south-1,compute,2,8,200,4.02,Reserved,720,48.82
Azure,us-west-2,memory,2,8,200,4.57,Reserved,360,57.71
AWS,eu-west-1,general,2,8,500,1.95,On-Demand,720,66.25
AWS,ap-south-1,memory,4,8,200,4.13,On-Demand,720,87.37
AWS,eu-west-1,memory,2,32,100,0.74,Reserved,360,51.09
GCP,us-west-2,general,8,8,1000,2.47,Reserved,720,94.69
Azure,eu-west-1,memory,2,16,500,4.84,On-Demand,720,108.63
AWS,us-east-1,general,4,16,200,2.84,On-Demand,720,86.96
GCP,us-west-2,general,8,8,1000,2.11,Reserved,360,92.47
Azure,us-east-1,general,2,16,100,4.81,Reserved,360,64.4
GCP,us-east-1,compute,2,16,100,0.58,On-Demand,360,44.76
AWS,ap-south-1,general,8,8,500,1.75,Reserved,360,78.8
AWS,us-east-1,memory,16,8,500,2.81,On-Demand,720,178.99
AWS,us-east-1,compute,16,32,100,4.89,Reserved,720,153.58
GCP,us-east-1,general,4,32,100,2.86,On-Demand,360,99.79
GCP,eu-west-1,memory,4,64,200,4.8,On-Demand,360,163.21
AWS,ap-south-1,compute,8,8,500,4.85,On-Demand,720,137.35
GCP,eu-west-1,general,16,64,1000,1.6,On-Demand,360,255.55
AWS,us-east-1,compute,8,8,500,4.88,On-Demand,720,137.62
AWS,us-west-2,compute,8,32,200,0.63,On-Demand,720,119.47
Azure,ap-south-1,compute,8,64,500,4.27,Reserved,720,159.16
GCP,eu-west-1,compute,8,32,500,4.9,On-Demand,360,162.83
AWS,us-east-1,compute,4,8,200,2.41,On-Demand,720,71.89
AWS,us-west-2,memory,4,32,100,3.53,Reserved,360,79.97
GCP,eu-west-1,compute,16,32,500,1.3,On-Demand,360,189.05
Azure,us-west-2,compute,2,8,500,4.96,Reserved,720,70.57
Azure,eu-west-1,general,16,32,200,2.64,Reserved,360,149.36
AWS,eu-west-1,memory,8,8,100,2.13,Reserved,720,68.31
GCP,ap-south-1,general,16,32,200,0.75,On-Demand,360,171.52
Azure,ap-south-1,general,16,8,500,4.58,Reserved,360,147.36
GCP,eu-west-1,general,2,32,500,1,Reserved,360,62.45
GCP,us-west-2,memory,2,16,500,4.72,Reserved,720,70.03
AWS,us-west-2,memory,2,16,200,1.93,On-Demand,360,63.77
Azure,ap-south-1,memory,2,16,200,2.87,Reserved,360,54.61
AWS,us-east-1,general,8,64,200,2.87,Reserved,360,132.79
Azure,ap-south-1,compute,2,64,100,3.28,Reserved,360,104.8
Azure,ap-south-1,compute,8,8,200,2.31,On-Demand,720,106.04
Azure,ap-south-1,general,4,16,100,0.91,Reserved,360,49.21
Azure,us-west-2,memory,4,32,100,0.68,Reserved,360,64.58
Azure,us-west-2,memory,2,8,200,2.96,On-Demand,720,64.93
GCP,ap-south-1,memory,2,8,100,2.52,On-Demand,720,50.71
AWS,us-east-1,compute,8,64,100,1.16,On-Demand,720,164.54
GCP,eu-west-1,general,8,64,1000,4.96,Reserved,360,163.64
Azure,us-west-2,memory,8,64,1000,1.55,On-Demand,720,218.98
AWS,us-east-1,general,2,8,200,3.68,On-Demand,360,68.32
Azure,eu-west-1,general,2,64,500,4.44,On-Demand,720,175.41
AWS,ap-south-1,compute,4,32,100,1.28,On-Demand,360,90.82
GCP,us-east-1,memory,8,16,100,3.08,On-Demand,720,108.89
AWS,eu-west-1,compute,16,8,200,3.87,On-Demand,720,175.03
AWS,eu-west-1,general,4,16,500,1.61,Reserved,360,64.36
AWS,ap-south-1,memory,2,32,200,0.93,On-Demand,360,77.17
AWS,ap-south-1,compute,16,16,100,2.61,Reserved,720,122.68
AWS,us-west-2,memory,2,64,500,4.95,On-Demand,360,171.65
Azure,us-east-1,memory,8,32,500,4.27,On-Demand,720,174.02
AWS,eu-west-1,general,2,64,100,3.45,On-Demand,720,140.15
AWS,us-east-1,general,2,64,200,2.8,On-Demand,360,138.8
GCP,eu-west-1,memory,2,16,200,1.81,On-Demand,720,59.56
AWS,ap-south-1,general,2,32,200,2.4,On-Demand,720,90.4
GCP,us-west-2,general,8,64,100,3.31,On-Demand,720,174.7
Azure,us-east-1,compute,2,8,200,1.72,On-Demand,360,53.21
AWS,us-west-2,general,8,32,1000,2.36,On-Demand,720,171.04
GCP,eu-west-1,memory,8,8,500,4.68,On-Demand,720,129.03
GCP,us-east-1,general,2,16,500,2.09,Reserved,720,53.84
Azure,us-west-2,general,2,16,500,3.71,On-Demand,720,97.95
AWS,us-east-1,memory,4,16,200,2.05,On-Demand,720,79.85
AWS,ap-south-1,memory,4,32,1000,1.18,Reserved,720,93.9
GCP,eu-west-1,memory,4,16,200,3.9,On-Demand,360,91.68
AWS,eu-west-1,compute,2,16,1000,2.57,On-Demand,720,105.53
GCP,ap-south-1,compute,2,64,1000,1.16,On-Demand,360,152.04
AWS,ap-south-1,memory,4,8,100,2.68,Reserved,720,50.27
GCP,eu-west-1,memory,4,16,500,1.23,On-Demand,720,81.67
AWS,ap-south-1,compute,4,8,500,1.51,On-Demand,720,77.29
Azure,us-west-2,general,8,8,500,2.83,Reserved,360,90.09
AWS,us-east-1,general,16,64,100,4.03,Reserved,720,180.27
AWS,ap-south-1,general,16,16,1000,4.67,On-Demand,720,229.43
Azure,us-east-1,compute,16,32,1000,2.94,On-Demand,360,248.07
AWS,eu-west-1,general,2,32,100,2.94,Reserved,720,65.35
Azure,us-east-1,memory,2,64,100,1.74,On-Demand,360,131
AWS,eu-west-1,compute,8,16,200,1.59,On-Demand,360,105.71
GCP,ap-south-1,memory,16,16,200,4,On-Demand,360,178.03
GCP,ap-south-1,memory,8,32,200,1.35,Reserved,720,86.15
AWS,us-west-2,general,8,8,200,3.62,On-Demand,720,112.78
AWS,ap-south-1,compute,2,8,1000,3.94,Reserved,720,76.8
AWS,us-west-2,memory,16,8,100,3.99,On-Demand,720,171.61
GCP,ap-south-1,memory,4,32,1000,4.02,On-Demand,720,148.18
AWS,eu-west-1,general,4,16,1000,2.99,Reserved,360,89.5
GCP,us-west-2,compute,2,64,1000,3.38,On-Demand,360,171.02
Azure,ap-south-1,compute,16,32,100,3.42,On-Demand,360,210.08
GCP,eu-west-1,compute,8,32,100,3.72,Reserved,720,97.66
GCP,ap-south-1,memory,8,8,1000,1.8,On-Demand,360,125.78
Azure,us-west-2,general,4,32,500,3.01,On-Demand,720,130.61
GCP,us-east-1,general,4,8,1000,0.97,On-Demand,360,90.18
AWS,us-west-2,general,2,16,500,3.74,On-Demand,360,93.56
AWS,us-east-1,memory,4,64,1000,1.25,Reserved,720,126.61
GCP,us-east-1,general,2,8,200,3.83,Reserved,720,47.65
AWS,us-east-1,compute,16,8,200,2.9,On-Demand,720,166.3
GCP,eu-west-1,memory,4,8,100,2.5,On-Demand,360,64.79
AWS,us-west-2,memory,8,16,500,3.24,On-Demand,720,134.06
AWS,ap-south-1,memory,8,8,500,1.52,On-Demand,720,107.38
GCP,eu-west-1,compute,2,8,200,2.1,On-Demand,360,51.4
AWS,ap-south-1,compute,2,8,200,3.03,On-Demand,360,62.47
GCP,us-west-2,compute,8,64,500,3.95,On-Demand,360,197.27
AWS,us-west-2,general,8,32,500,1.48,On-Demand,720,140.62
AWS,eu-west-1,memory,16,8,200,2.48,Reserved,360,117.01
Azure,us-west-2,compute,8,8,200,4.34,On-Demand,720,125.22
Azure,ap-south-1,compute,16,8,200,3.08,On-Demand,720,176.32
GCP,us-east-1,compute,2,8,500,1.8,On-Demand,720,61.66
Azure,ap-south-1,general,2,16,500,2.25,Reserved,360,60.59
GCP,us-east-1,compute,8,64,500,4.85,On-Demand,360,204.96
Azure,us-west-2,memory,2,32,1000,2.33,On-Demand,360,132.06
AWS,ap-south-1,general,8,64,100,0.89,On-Demand,720,162.11
GCP,us-west-2,memory,16,8,500,1.45,On-Demand,720,158.41
GCP,us-east-1,memory,4,32,1000,4.91,On-Demand,360,155.79
AWS,eu-west-1,memory,4,16,200,1.66,On-Demand,720,76.34
GCP,us-west-2,general,4,32,100,3.66,Reserved,360,76.77
GCP,us-west-2,general,8,8,1000,2.68,On-Demand,360,133.3
Azure,eu-west-1,memory,2,8,200,1.35,Reserved,720,35.8
GCP,ap-south-1,general,2,32,200,1.9,On-Demand,360,81.6
AWS,us-west-2,memory,8,8,1000,1.94,On-Demand,360,133.66
Azure,ap-south-1,general,16,32,200,4.05,Reserved,720,158.95
Azure,us-east-1,compute,8,64,100,2.93,Reserved,360,136.44
AWS,eu-west-1,general,4,16,1000,4.24,On-Demand,720,135.56
AWS,eu-west-1,compute,2,64,100,3.67,On-Demand,720,142.13
Azure,eu-west-1,general,2,32,500,4.41,On-Demand,360,128.09
GCP,eu-west-1,compute,2,64,500,2.65,Reserved,360,103.25
Azure,eu-west-1,memory,2,8,100,4.53,On-Demand,360,75.04
AWS,eu-west-1,compute,4,16,100,1.52,Reserved,360,50.82
Azure,us-east-1,compute,4,16,100,1.24,On-Demand,720,71.46
AWS,us-east-1,general,16,8,1000,3.31,Reserved,720,148.31
Azure,ap-south-1,memory,8,8,100,2.96,On-Demand,360,107.46
GCP,us-west-2,compute,4,16,100,4.77,On-Demand,720,94.84
Azure,ap-south-1,compute,8,32,100,1.3,On-Demand,720,127.05
Azure,eu-west-1,compute,2,32,100,2,On-Demand,360,86.42
AWS,us-west-2,memory,8,16,200,4.85,Reserved,720,97.24
AWS,eu-west-1,compute,2,8,500,3.24,On-Demand,360,77.86
AWS,ap-south-1,compute,8,32,200,4.82,Reserved,720,113.17
Azure,us-east-1,compute,16,32,100,3,On-Demand,360,206.12
GCP,eu-west-1,compute,8,16,100,2.13,Reserved,720,72.55
AWS,eu-west-1,general,8,16,500,2.34,Reserved,720,90.69
AWS,ap-south-1,memory,16,32,100,2.42,On-Demand,720,191.08
Azure,ap-south-1,compute,4,16,200,3.44,On-Demand,360,96.98
AWS,us-east-1,compute,8,16,500,2.01,On-Demand,360,122.99
GCP,us-east-1,memory,4,8,500,2.41,On-Demand,360,81.12
GCP,ap-south-1,compute,16,8,1000,1.48,Reserved,360,129.63
AWS,us-east-1,memory,2,64,100,1.88,On-Demand,360,126.02
AWS,ap-south-1,compute,4,16,1000,4.38,On-Demand,360,136.82
Azure,us-east-1,compute,8,32,1000,0.94,Reserved,360,119.64
GCP,eu-west-1,memory,2,16,200,3.68,On-Demand,720,75.54
GCP,eu-west-1,general,2,64,100,3.77,Reserved,360,97.83
AWS,ap-south-1,general,4,8,1000,4.02,On-Demand,720,122.38
Azure,eu-west-1,memory,4,8,1000,2.96,On-Demand,720,118.48
GCP,us-west-2,general,2,32,1000,2.31,On-Demand,720,119.31
GCP,us-east-1,general,4,16,100,2.63,Reserved,720,55.11
Azure,us-east-1,memory,16,16,200,1.1,On-Demand,720,169.36
Azure,eu-west-1,memory,4,32,100,3.82,On-Demand,720,119.36
GCP,eu-west-1,general,2,16,500,3.97,Reserved,720,65.41
GCP,eu-west-1,compute,4,8,200,4.45,Reserved,720,61.73
Azure,us-east-1,memory,16,16,200,2.92,On-Demand,360,186.56
GCP,us-east-1,compute,16,32,1000,4.18,On-Demand,360,235.05
AWS,eu-west-1,compute,4,8,100,0.53,On-Demand,360,50.47
AWS,us-west-2,memory,2,64,100,4.98,On-Demand,360,153.92
Azure,us-east-1,memory,8,16,1000,3.34,Reserved,360,119.04
Azure,us-west-2,compute,4,16,500,3.89,On-Demand,360,115.41
Azure,us-east-1,compute,2,64,1000,2.04,On-Demand,360,176.36
AWS,eu-west-1,compute,2,8,500,1.87,On-Demand,720,65.53
GCP,eu-west-1,compute,8,8,100,4.65,On-Demand,720,111.67
AWS,ap-south-1,memory,2,8,500,1.01,On-Demand,720,57.79
GCP,ap-south-1,general,4,8,100,3.97,On-Demand,360,77.36
AWS,us-west-2,memory,8,32,500,0.8,On-Demand,720,134.5
GCP,ap-south-1,general,4,64,1000,3.86,On-Demand,360,189.37
AWS,ap-south-1,memory,16,16,200,0.63,Reserved,360,113.09
Azure,us-east-1,memory,16,8,1000,3.95,On-Demand,360,222.34
AWS,us-east-1,memory,16,8,500,2.48,Reserved,720,126.73
GCP,us-west-2,general,16,32,100,3.64,On-Demand,360,191.96
AWS,eu-west-1,compute,2,16,1000,4.87,On-Demand,720,126.23
AWS,us-east-1,memory,4,16,500,0.86,On-Demand,360,82.64
AWS,us-west-2,general,2,8,100,0.93,On-Demand,360,39.07
Azure,ap-south-1,general,4,16,1000,4.48,On-Demand,720,144.61
AWS,ap-south-1,compute,8,16,100,1.49,On-Demand,720,100.31
Azure,eu-west-1,memory,4,32,1000,3.95,Reserved,720,117.44
Azure,eu-west-1,general,2,16,100,0.76,On-Demand,720,51.18
AWS,eu-west-1,general,4,64,1000,3.54,On-Demand,720,196.46
AWS,eu-west-1,general,4,32,100,1.09,Reserved,720,64.16
AWS,us-east-1,memory,16,8,100,3.25,On-Demand,720,164.95
GCP,us-east-1,compute,16,32,200,0.95,Reserved,360,124.73
AWS,us-west-2,general,2,32,200,0.83,On-Demand,360,76.27
Azure,ap-south-1,memory,2,32,100,1.94,Reserved,360,61.81
AWS,ap-south-1,general,2,16,100,1.44,Reserved,360,39.5
GCP,us-east-1,compute,8,8,100,0.75,On-Demand,720,78.33
AWS,us-west-2,compute,4,8,1000,4.15,Reserved,720,88.96
GCP,us-west-2,memory,4,32,1000,1.54,Reserved,720,91.42
GCP,us-east-1,general,4,32,1000,1.93,On-Demand,360,130.31
AWS,ap-south-1,memory,16,16,500,1.83,On-Demand,360,181.37
Azure,eu-west-1,general,2,8,500,3.47,On-Demand,720,83.93
GCP,eu-west-1,general,2,64,200,0.59,Reserved,360,81.33
AWS,us-east-1,general,2,32,100,3.08,On-Demand,360,92.02
AWS,us-east-1,general,2,32,1000,4.19,On-Demand,720,142.51
Azure,eu-west-1,memory,4,8,500,1.7,On-Demand,720,82.95
GCP,us-east-1,memory,2,32,200,2.51,Reserved,720,62.51
GCP,us-west-2,memory,4,32,500,0.74,Reserved,720,71.11
AWS,us-east-1,general,4,8,200,2.27,On-Demand,720,70.63
AWS,us-west-2,memory,8,16,500,0.88,On-Demand,720,112.82
Azure,eu-west-1,compute,8,32,200,1.77,Reserved,720,98.08
Azure,us-east-1,memory,8,8,100,3.72,On-Demand,360,114.64
GCP,ap-south-1,compute,8,16,100,1.15,Reserved,720,66.52
GCP,eu-west-1,general,8,8,200,4.89,On-Demand,360,118
AWS,us-east-1,general,8,8,200,1.1,On-Demand,720,90.1
GCP,us-east-1,memory,4,32,1000,1.99,On-Demand,720,130.82
Azure,eu-west-1,general,2,32,200,4.33,Reserved,360,81.47
Azure,ap-south-1,memory,8,8,200,2.35,Reserved,360,76.62
AWS,us-west-2,compute,16,8,1000,2.8,Reserved,720,145.01
Azure,us-west-2,memory,4,16,100,2.9,On-Demand,720,87.15
Azure,us-east-1,compute,4,32,500,4.58,On-Demand,360,145.45
Azure,us-west-2,memory,8,16,1000,4.35,On-Demand,720,174.88
Azure,us-west-2,general,8,64,1000,1.15,On-Demand,720,215.2
AWS,us-west-2,memory,16,16,500,2.03,Reserved,720,131.88
AWS,us-west-2,general,2,16,200,2.23,On-Demand,360,66.47
GCP,ap-south-1,general,16,16,200,3.51,Reserved,720,125.17
Azure,ap-south-1,memory,2,32,1000,2.5,On-Demand,360,133.66
GCP,us-west-2,memory,2,32,1000,4.38,On-Demand,720,137.01
AWS,ap-south-1,compute,16,16,200,4.13,On-Demand,720,188.57
AWS,us-west-2,general,4,16,1000,2.58,On-Demand,720,120.62
AWS,us-west-2,general,4,64,500,1.35,Reserved,720,111.06
AWS,ap-south-1,general,4,64,500,2.22,On-Demand,360,162.08
AWS,us-east-1,memory,2,8,500,1.41,Reserved,720,44.2
AWS,us-west-2,general,8,8,200,1.97,On-Demand,720,97.93
AWS,eu-west-1,general,2,16,200,2.19,On-Demand,360,66.11
Azure,us-east-1,general,4,16,1000,3.07,On-Demand,720,131.28
GCP,us-west-2,general,2,8,500,3.19,On-Demand,720,73.54
AWS,us-west-2,general,8,64,1000,0.73,On-Demand,720,201.17
Azure,us-west-2,memory,16,8,100,3.71,On-Demand,360,177.54
Azure,us-west-2,general,2,16,200,3.93,On-Demand,720,85.86
GCP,eu-west-1,memory,4,32,500,0.87,On-Demand,720,99.87
AWS,us-west-2,general,8,32,1000,1.21,On-Demand,360,160.69
GCP,eu-west-1,memory,4,8,100,0.88,On-Demand,360,50.94
AWS,us-west-2,compute,16,16,100,4.39,On-Demand,360,186.41
Azure,us-east-1,memory,2,32,200,2.86,On-Demand,360,99.27
Azure,eu-west-1,compute,4,64,200,1.6,On-Demand,360,150.15
Azure,us-east-1,general,4,16,500,1.55,On-Demand,360,93.29
Azure,us-east-1,memory,16,64,200,0.56,On-Demand,720,234.82
GCP,us-east-1,compute,2,8,100,4.36,Reserved,720,47.84
AWS,ap-south-1,compute,2,8,500,3.41,On-Demand,720,79.39
AWS,us-west-2,general,2,16,1000,4.59,On-Demand,360,123.71
GCP,us-west-2,general,2,16,500,3.92,On-Demand,360,90.42
AWS,ap-south-1,compute,4,16,1000,3.79,On-Demand,360,131.51
Azure,us-west-2,memory,8,8,200,2.31,On-Demand,720,106.04
AWS,us-east-1,compute,8,8,500,1.45,On-Demand,720,106.75
Azure,ap-south-1,memory,16,64,200,0.53,Reserved,720,168.87
GCP,us-west-2,memory,4,64,200,2.89,Reserved,360,105.75
AWS,us-west-2,general,16,32,1000,2.66,On-Demand,360,233.74
GCP,us-west-2,general,4,16,100,3.85,Reserved,360,62.62
AWS,eu-west-1,compute,2,32,200,0.74,On-Demand,720,75.46
Azure,us-west-2,memory,2,16,1000,4.19,On-Demand,720,126.12
GCP,us-west-2,memory,8,16,500,2.62,On-Demand,360,122.06
AWS,eu-west-1,compute,4,8,100,2.32,On-Demand,360,66.58
Azure,eu-west-1,compute,8,32,100,0.84,On-Demand,360,122.7
GCP,us-west-2,compute,4,16,1000,4.3,Reserved,720,93.09
GCP,us-east-1,compute,2,32,1000,4.08,On-Demand,360,134.44
AWS,us-east-1,compute,8,64,1000,3.67,On-Demand,720,227.63
AWS,eu-west-1,general,8,32,500,2.66,Reserved,720,108.89
AWS,eu-west-1,memory,4,64,500,3.18,On-Demand,360,170.72
Azure,eu-west-1,compute,2,32,1000,0.71,On-Demand,720,116.75
AWS,us-east-1,memory,16,64,500,4.39,On-Demand,360,271.61
GCP,ap-south-1,memory,4,16,500,4.08,On-Demand,360,106.04
GCP,us-west-2,memory,8,16,500,4.58,On-Demand,720,138.81
AWS,us-west-2,general,2,64,100,3.33,On-Demand,360,139.07
AWS,us-east-1,compute,8,16,200,4.67,Reserved,720,96.07
GCP,us-west-2,compute,8,32,200,2.04,On-Demand,360,125.55
Azure,ap-south-1,memory,8,64,500,4.03,Reserved,720,157.53
AWS,us-east-1,general,4,8,100,3.84,On-Demand,360,80.26
AWS,us-west-2,compute,8,64,1000,4.2,On-Demand,360,232.4
GCP,ap-south-1,general,4,8,500,4.22,On-Demand,360,96.6
AWS,eu-west-1,compute,16,16,100,2.51,On-Demand,720,169.49
Azure,eu-west-1,compute,8,16,200,4.59,On-Demand,720,139.35
GCP,us-east-1,memory,2,8,500,2.09,Reserved,720,46.18
AWS,us-east-1,compute,4,32,100,3.72,Reserved,720,81.2
GCP,eu-west-1,memory,4,8,1000,4.62,Reserved,360,87.4
AWS,us-east-1,memory,4,8,200,3.83,Reserved,360,60.96
AWS,us-east-1,general,16,32,1000,1.56,On-Demand,360,223.84
AWS,us-east-1,general,2,16,500,3.32,On-Demand,360,89.78
Azure,us-west-2,memory,4,16,200,0.8,On-Demand,720,72.03
Azure,us-east-1,memory,16,8,500,4.2,On-Demand,360,201.08
GCP,us-east-1,memory,2,16,200,4.55,On-Demand,360,82.98
AWS,eu-west-1,memory,4,16,200,1.91,On-Demand,720,78.59
AWS,ap-south-1,compute,16,64,500,4,On-Demand,720,268.1
Azure,us-west-2,memory,8,32,500,1.02,On-Demand,360,143.3
AWS,us-west-2,memory,4,32,500,0.68,On-Demand,720,103.42
Azure,eu-west-1,general,2,16,1000,0.98,On-Demand,360,95.78
AWS,ap-south-1,general,2,64,100,1.88,On-Demand,720,126.02
GCP,ap-south-1,general,2,8,1000,2.95,On-Demand,720,92.86
AWS,ap-south-1,compute,8,64,200,1.93,On-Demand,720,175.97
