date,day,month,day_of_week,weekend,time,hour,time_period,rush_hour,booking_status,vehicle_type,pickup_location,drop_location,booking_value,booking_val_per_km,ride_distance,High_value_booking,long_ride,payment_method
2024-08-01,1,8,3,0,1900-01-01 06:16:08,6,,0,Completed,Premier_Sedan,Maidan_Garhi,Samaypur_Badli,513.0,10.363636363636363,49.5,0,1,Upi
2024-05-02,2,5,3,0,1900-01-01 19:16:35,19,,1,Completed,Premier_Sedan,Barakhamba_Road,Noida_Film_City,635.0,16.992239764516995,37.37,0,0,Upi
2024-08-27,27,8,1,0,1900-01-01 06:04:30,6,,0,Completed,Uber_Xl,Kashmere_Gate,Jor_Bagh,242.0,6.840022611644996,35.38,0,0,Upi
2024-10-20,20,10,6,1,1900-01-01 12:47:05,12,,0,Completed,Bike,Barakhamba_Road,Dlf_City_Court,1114.0,32.00229819017523,34.81,1,0,Uber_Wallet
2024-06-25,25,6,1,0,1900-01-01 23:08:22,23,,0,Completed,Bike,Gurgaon_Sector_56,Cyber_Hub,372.0,17.782026768642446,20.92,0,0,Upi
2024-02-13,13,2,1,0,1900-01-01 06:11:32,6,,0,Cancelled_By_Driver,Bike,Ghitorni_Village,Faridabad_Sector_15,,,,0,0,No_Payment
2024-07-10,10,7,2,0,1900-01-01 16:51:38,16,,1,Completed,Go_Mini,Ashram,Yamuna_Bank,387.0,16.545532278751605,23.39,0,0,Uber_Wallet
2024-06-10,10,6,0,0,1900-01-01 07:38:34,7,,0,Completed,Go_Sedan,Gurgaon_Sector_29,Mansarovar_Park,767.0,24.886437378325763,30.82,0,0,Upi
2024-07-11,11,7,3,0,1900-01-01 14:42:27,14,,1,Completed,Auto,Shahdara,Paharganj,447.0,20.976067573908963,21.31,0,0,Upi
2024-06-20,20,6,3,0,1900-01-01 07:14:32,7,,0,Completed,Premier_Sedan,Sultanpur,Delhi_Gate,500.0,24.49779519843214,20.41,0,0,Credit_Card
2024-11-18,18,11,0,0,1900-01-01 16:38:12,16,,1,Cancelled_By_Driver,Ebike,Noida_Film_City,Vasant_Kunj,,,,0,0,No_Payment
2024-03-05,5,3,1,0,1900-01-01 12:21:00,12,,0,Completed,Go_Mini,Gurgaon_Sector_29,Dilshad_Garden,446.0,17.193523515805705,25.94,0,0,Debit_Card
2024-01-12,12,1,4,0,1900-01-01 09:19:16,9,,0,Cancelled_By_Driver,Ebike,Jor_Bagh,Golf_Course_Road,,,,0,0,No_Payment
2024-05-17,17,5,4,0,1900-01-01 01:08:21,1,,0,Completed,Ebike,Huda_City_Centre,Aya_Nagar,125.0,3.1920326864147093,39.16,0,0,Upi
2024-05-13,13,5,0,0,1900-01-01 21:08:35,21,,0,Completed,Go_Sedan,Dilshad_Garden,Subhash_Nagar,419.0,17.612442202606136,23.79,0,0,Uber_Wallet
2024-01-04,4,1,3,0,1900-01-01 06:58:58,6,,0,Cancelled_By_Driver,Go_Sedan,Saket,Old_Gurgaon,,,,0,0,No_Payment
2024-06-19,19,6,2,0,1900-01-01 22:02:03,22,,0,Completed,Go_Sedan,Basai_Dhankot,Qutub_Minar,477.0,11.376103028857619,41.93,0,1,Cash
2024-07-01,1,7,0,0,1900-01-01 18:52:02,18,,1,Cancelled_By_Driver,Go_Sedan,Basai_Dhankot,Mandi_House,,,,0,0,No_Payment
2024-11-05,5,11,1,0,1900-01-01 17:11:41,17,,1,Cancelled_By_Driver,Go_Sedan,Jor_Bagh,Sadar_Bazar_Gurgaon,,,,0,0,No_Payment
2024-04-26,26,4,4,0,1900-01-01 21:03:12,21,,0,Completed,Auto,Anand_Vihar,Imt_Manesar,352.0,52.459016393442624,6.71,1,0,Upi
2024-02-22,22,2,3,0,1900-01-01 22:48:26,22,,0,Cancelled_By_Driver,Bike,Ashram,Bhiwadi,,,,0,0,No_Payment
2024-12-04,4,12,2,0,1900-01-01 14:09:18,14,,1,Completed,Go_Sedan,Munirka,Sushant_Lok,117.0,7.485604606525912,15.63,0,0,Upi
2024-11-10,10,11,6,1,1900-01-01 09:58:14,9,,0,Cancelled_By_Driver,Go_Sedan,Vishwavidyalaya,Bhikaji_Cama_Place,,,,0,0,No_Payment
2024-12-12,12,12,3,0,1900-01-01 12:01:07,12,,0,Completed,Go_Sedan,Tis_Hazari,Arjangarh,51.0,1.7114093959731542,29.8,0,0,Upi
2024-03-02,2,3,5,1,1900-01-01 22:28:52,22,,0,Completed,Uber_Xl,Malviya_Nagar,Sohna_Road,81.0,14.490161001788909,5.59,0,0,Cash
2024-07-12,12,7,4,0,1900-01-01 16:39:57,16,,1,Cancelled_By_Driver,Go_Mini,Nawada,Hero_Honda_Chowk,,,,0,0,No_Payment
2024-12-17,17,12,1,0,1900-01-01 19:11:24,19,,1,Incomplete,Premier_Sedan,Qutub_Minar,Ghitorni,635.0,96.65144596651446,6.57,1,0,Upi
2024-08-29,29,8,3,0,1900-01-01 21:01:54,21,,0,Completed,Bike,Munirka,Tis_Hazari,51.0,11.486486486486486,4.44,0,0,Uber_Wallet
2024-03-25,25,3,0,0,1900-01-01 18:40:11,18,,1,Completed,Go_Sedan,Akshardham,Ignou_Road,469.0,17.415521722985517,26.93,0,0,Upi
2024-06-30,30,6,6,1,1900-01-01 21:34:48,21,,0,Completed,Bike,Udyog_Vihar_Phase_4,Greater_Kailash,320.0,11.118832522585128,28.78,0,0,Upi
2024-07-18,18,7,3,0,1900-01-01 02:41:57,2,,0,Completed,Go_Mini,Raj_Nagar_Extension,Imt_Manesar,726.0,55.932203389830505,12.98,1,0,Debit_Card
2024-03-14,14,3,3,0,1900-01-01 23:23:23,23,,0,Incomplete,Auto,Ghitorni,Noida_Film_City,68.0,3.5676810073452256,19.06,0,0,Cash
2024-09-26,26,9,3,0,1900-01-01 12:23:13,12,,0,Incomplete,Ebike,Akshardham,Keshav_Puram,136.0,9.714285714285714,14.0,0,0,Debit_Card
2024-09-15,15,9,6,1,1900-01-01 20:23:02,20,,1,Completed,Go_Sedan,Nawada,New_Delhi_Railway_Station,455.0,10.56665118439387,43.06,0,1,Upi
2024-05-12,12,5,6,1,1900-01-01 10:16:09,10,,0,Completed,Auto,Lajpat_Nagar,Shivaji_Park,995.0,25.539014373716633,38.96,1,0,Debit_Card
2024-11-16,16,11,5,1,1900-01-01 19:05:30,19,,1,Completed,Uber_Xl,Aya_Nagar,Meerut,1179.0,62.48012718600953,18.87,1,0,Uber_Wallet
2024-07-19,19,7,4,0,1900-01-01 16:57:27,16,,1,Completed,Bike,Lok_Kalyan_Marg,Maidan_Garhi,525.0,10.964912280701753,47.88,0,1,Uber_Wallet
2024-12-02,2,12,0,0,1900-01-01 20:04:25,20,,1,Cancelled_By_Driver,Auto,Nawada,Pulbangash,,,,0,0,No_Payment
2024-08-08,8,8,3,0,1900-01-01 14:29:16,14,,1,Cancelled_By_Driver,Auto,Punjabi_Bagh,Badshahpur,,,,0,0,No_Payment
2024-09-15,15,9,6,1,1900-01-01 22:06:40,22,,0,Completed,Go_Sedan,Ramesh_Nagar,Keshav_Puram,300.0,52.63157894736842,5.7,1,0,Upi
2024-05-30,30,5,3,0,1900-01-01 18:57:34,18,,1,Completed,Go_Sedan,Maidan_Garhi,Sarai_Kale_Khan,202.0,43.722943722943725,4.62,1,0,Upi
2024-12-05,5,12,3,0,1900-01-01 07:56:34,7,,0,Completed,Premier_Sedan,Greater_Kailash,Green_Park,475.0,11.239943208707999,42.26,0,1,Cash
2024-07-16,16,7,1,0,1900-01-01 19:23:06,19,,1,Completed,Go_Sedan,Sarojini_Nagar,Saidulajab,833.0,42.73986659825552,19.49,1,0,Debit_Card
2024-06-14,14,6,4,0,1900-01-01 16:59:15,16,,1,Cancelled_By_Driver,Go_Sedan,Satguru_Ram_Singh_Marg,Kashmere_Gate,,,,0,0,No_Payment
2024-01-06,6,1,5,1,1900-01-01 20:53:36,20,,1,Completed,Go_Mini,Palam_Vihar,Shahdara,158.0,3.914767096134787,40.36,0,1,Upi
2024-02-28,28,2,2,0,1900-01-01 03:21:43,3,,0,Completed,Bike,Gtb_Nagar,Palam_Vihar,155.0,3.6393519605541202,42.59,0,1,Cash
2024-04-26,26,4,4,0,1900-01-01 18:49:22,18,,1,Cancelled_By_Driver,Auto,Vatika_Chowk,Pulbangash,,,,0,0,No_Payment
2024-03-31,31,3,6,1,1900-01-01 08:32:26,8,,0,Completed,Auto,Cyber_Hub,Mundka,107.0,4.935424354243542,21.68,0,0,Upi
2024-04-04,4,4,3,0,1900-01-01 16:33:57,16,,1,Completed,Go_Mini,Adarsh_Nagar,Rohini_West,151.0,5.050167224080268,29.9,0,0,Upi
2024-05-07,7,5,1,0,1900-01-01 21:10:50,21,,0,Completed,Go_Mini,Golf_Course_Road,Bhikaji_Cama_Place,187.0,4.423941329548143,42.27,0,1,Cash
2024-06-15,15,6,5,1,1900-01-01 19:12:37,19,,1,Completed,Go_Mini,Iit_Delhi,Basai_Dhankot,1543.0,31.040032186682758,49.71,1,1,Cash
2024-06-14,14,6,4,0,1900-01-01 20:58:12,20,,1,Completed,Ebike,Punjabi_Bagh,Gurgaon_Sector_56,432.0,13.267813267813267,32.56,0,0,Upi
2024-03-04,4,3,0,0,1900-01-01 21:24:16,21,,0,Cancelled_By_Customer,Go_Sedan,Civil_Lines_Gurgaon,Moti_Nagar,,,,0,0,No_Payment
2024-01-23,23,1,1,0,1900-01-01 10:28:09,10,,0,Incomplete,Go_Sedan,Udyog_Vihar_Phase_4,Anand_Vihar_Isbt,195.0,13.457556935817806,14.49,0,0,Uber_Wallet
2024-10-28,28,10,0,0,1900-01-01 15:46:27,15,,1,Completed,Go_Mini,Ghaziabad,Udyog_Vihar,54.0,1.714830104795173,31.49,0,0,Cash
2024-02-06,6,2,1,0,1900-01-01 10:17:43,10,,0,Completed,Auto,Narsinghpur,Maidan_Garhi,939.0,44.12593984962406,21.28,1,0,Upi
2024-12-04,4,12,2,0,1900-01-01 07:48:07,7,,0,Completed,Auto,Mg_Road,Gtb_Nagar,829.0,24.282366725248973,34.14,0,0,Upi
2024-12-22,22,12,6,1,1900-01-01 17:53:25,17,,1,Completed,Auto,Panchsheel_Park,Gwal_Pahari,314.0,15.198451113262342,20.66,0,0,Upi
2024-08-24,24,8,5,1,1900-01-01 21:09:54,21,,0,Completed,Go_Sedan,Badarpur,Tis_Hazari,1249.0,50.77235772357723,24.6,1,0,Cash
2024-09-18,18,9,2,0,1900-01-01 08:48:36,8,,0,Completed,Auto,Gurgaon_Sector_29,South_Extension,437.0,15.64065855404438,27.94,0,0,Upi
2024-10-22,22,10,1,0,1900-01-01 08:41:41,8,,0,Completed,Go_Mini,Dwarka_Sector_21,Moolchand,83.0,1.8622391743325106,44.57,0,1,Upi
2024-06-16,16,6,6,1,1900-01-01 06:53:10,6,,0,Completed,Auto,Greater_Kailash,Raj_Nagar_Extension,1444.0,93.58392741412833,15.43,1,0,Cash
2024-12-22,22,12,6,1,1900-01-01 09:03:55,9,,0,Cancelled_By_Driver,Go_Mini,Pataudi_Chowk,Meerut,,,,0,0,No_Payment
2024-07-02,2,7,1,0,1900-01-01 15:25:18,15,,1,No_Driver_Found,Premier_Sedan,Bahadurgarh,Uttam_Nagar,,,,0,0,No_Payment
2024-09-07,7,9,5,1,1900-01-01 04:07:03,4,,0,Completed,Bike,Gwal_Pahari,Golf_Course_Road,1368.0,31.902985074626862,42.88,1,1,Cash
2024-07-05,5,7,4,0,1900-01-01 06:41:29,6,,0,No_Driver_Found,Bike,Punjabi_Bagh,Ghitorni_Village,,,,0,0,No_Payment
2024-05-03,3,5,4,0,1900-01-01 21:53:28,21,,0,Completed,Auto,Tagore_Garden,Narsinghpur,418.0,17.932217932217934,23.31,0,0,Upi
2024-04-10,10,4,2,0,1900-01-01 19:13:34,19,,1,Completed,Premier_Sedan,Samaypur_Badli,Ignou_Road,363.0,11.575255102040817,31.36,0,0,Upi
2024-02-06,6,2,1,0,1900-01-01 09:18:36,9,,0,Completed,Go_Mini,Aiims,Chandni_Chowk,279.0,16.72661870503597,16.68,0,0,Cash
2024-04-22,22,4,0,0,1900-01-01 17:13:32,17,,1,Completed,Go_Mini,Hero_Honda_Chowk,Aiims,332.0,6.7672238075825515,49.06,0,1,Cash
2024-09-25,25,9,2,0,1900-01-01 18:58:35,18,,1,Completed,Auto,Delhi_Gate,Gurgaon_Sector_29,448.0,15.808045165843332,28.34,0,0,Upi
2024-07-08,8,7,0,0,1900-01-01 18:18:13,18,,1,Cancelled_By_Customer,Bike,Rohini_West,Peeragarhi,,,,0,0,No_Payment
2024-06-04,4,6,1,0,1900-01-01 15:49:09,15,,1,Completed,Go_Sedan,Badarpur,Ambience_Mall,64.0,1.6558861578266495,38.65,0,0,Upi
2024-12-10,10,12,1,0,1900-01-01 14:20:31,14,,1,Completed,Go_Sedan,Mandi_House,Rohini,682.0,223.6065573770492,3.05,1,0,Upi
2024-07-27,27,7,5,1,1900-01-01 10:59:44,10,,0,No_Driver_Found,Go_Mini,Chanakyapuri,Munirka,,,,0,0,No_Payment
2024-07-13,13,7,5,1,1900-01-01 02:49:21,2,,0,Completed,Go_Mini,Mandi_House,India_Gate,488.0,11.671848839990432,41.81,0,1,Upi
2024-06-14,14,6,4,0,1900-01-01 11:41:45,11,,0,Cancelled_By_Customer,Auto,Delhi_Gate,Chandni_Chowk,,,,0,0,No_Payment
2024-10-16,16,10,2,0,1900-01-01 21:30:28,21,,0,Completed,Go_Sedan,Barakhamba_Road,Ghaziabad,953.0,30.466751918158568,31.28,1,0,Cash
2024-05-05,5,5,6,1,1900-01-01 19:10:02,19,,1,Completed,Go_Sedan,Jor_Bagh,Azadpur,965.0,27.971014492753625,34.5,1,0,Upi
2024-02-18,18,2,6,1,1900-01-01 16:24:39,16,,1,Completed,Go_Sedan,Khan_Market,Green_Park,405.0,30.916030534351147,13.1,1,0,Credit_Card
2024-08-14,14,8,2,0,1900-01-01 14:34:57,14,,1,No_Driver_Found,Auto,Satguru_Ram_Singh_Marg,Sikanderpur,,,,0,0,No_Payment
2024-03-07,7,3,3,0,1900-01-01 10:59:58,10,,0,Cancelled_By_Driver,Go_Mini,Meerut,Vasant_Kunj,,,,0,0,No_Payment
2024-08-29,29,8,3,0,1900-01-01 17:11:13,17,,1,Completed,Go_Sedan,Udyog_Vihar_Phase_4,Kalkaji,423.0,42.59818731117825,9.93,1,0,Upi
2024-06-28,28,6,4,0,1900-01-01 23:11:32,23,,0,Cancelled_By_Customer,Go_Sedan,Rk_Puram,Panipat,,,,0,0,No_Payment
2024-12-24,24,12,1,0,1900-01-01 10:03:37,10,,0,No_Driver_Found,Auto,Gtb_Nagar,Jasola,,,,0,0,No_Payment
2024-05-25,25,5,5,1,1900-01-01 08:42:50,8,,0,Completed,Auto,Akshardham,Bahadurgarh,264.0,8.268086439085499,31.93,0,0,Upi
2024-02-01,1,2,3,0,1900-01-01 09:13:13,9,,0,Completed,Go_Mini,Shivaji_Park,Hauz_Khas,249.0,7.16959401094155,34.73,0,0,Upi
2024-03-10,10,3,6,1,1900-01-01 21:06:20,21,,0,Completed,Auto,Jasola,Delhi_Gate,628.0,19.93018089495398,31.51,0,0,Cash
2024-03-03,3,3,6,1,1900-01-01 13:48:25,13,,0,Incomplete,Uber_Xl,Imt_Manesar,Lok_Kalyan_Marg,110.0,7.607192254495159,14.46,0,0,Upi
2024-10-26,26,10,5,1,1900-01-01 13:44:51,13,,0,Cancelled_By_Driver,Ebike,Gurgaon_Sector_56,Pragati_Maidan,,,,0,0,No_Payment
2024-07-11,11,7,3,0,1900-01-01 20:20:54,20,,1,Completed,Bike,Udyog_Bhawan,Mundka,190.0,18.500486854917234,10.27,0,0,Upi
2024-04-04,4,4,3,0,1900-01-01 08:50:10,8,,0,Completed,Premier_Sedan,Rajiv_Chowk,Okhla,264.0,5.730410245278923,46.07,0,1,Uber_Wallet
2024-09-06,6,9,4,0,1900-01-01 16:16:28,16,,1,Cancelled_By_Customer,Go_Sedan,Badarpur,Vaishali,,,,0,0,No_Payment
2024-12-20,20,12,4,0,1900-01-01 10:45:14,10,,0,Completed,Bike,Panipat,New_Colony,147.0,3.2300593276203036,45.51,0,1,Upi
2024-07-04,4,7,3,0,1900-01-01 11:00:26,11,,0,No_Driver_Found,Go_Mini,Noida_Film_City,Kirti_Nagar,,,,0,0,No_Payment
2024-09-25,25,9,2,0,1900-01-01 15:55:15,15,,1,Completed,Auto,Vidhan_Sabha,Kaushambi,953.0,27.30659025787966,34.9,1,0,Upi
2024-10-17,17,10,3,0,1900-01-01 17:46:59,17,,1,Completed,Go_Mini,Aiims,Ashok_Park_Main,654.0,21.185617103984452,30.87,0,0,Cash
2024-06-01,1,6,5,1,1900-01-01 08:04:36,8,,0,Completed,Go_Sedan,Panchsheel_Park,Sarai_Kale_Khan,427.0,11.51874831400054,37.07,0,0,Cash
2024-12-25,25,12,2,0,1900-01-01 05:04:40,5,,0,Cancelled_By_Driver,Go_Mini,Udyog_Bhawan,Civil_Lines_Gurgaon,,,,0,0,No_Payment
2024-07-04,4,7,3,0,1900-01-01 08:02:57,8,,0,Completed,Auto,Keshav_Puram,Mayur_Vihar,610.0,17.241379310344826,35.38,0,0,Uber_Wallet
2024-04-23,23,4,1,0,1900-01-01 11:09:18,11,,0,Completed,Bike,Pragati_Maidan,Raj_Nagar_Extension,648.0,33.04436511983682,19.61,1,0,Upi
2024-02-11,11,2,6,1,1900-01-01 18:46:31,18,,1,Completed,Bike,Punjabi_Bagh,Green_Park,792.0,33.249370277078086,23.82,1,0,Cash
2024-04-28,28,4,6,1,1900-01-01 14:03:27,14,,1,Completed,Go_Mini,Keshav_Puram,Tughlakabad,676.0,16.90845422711356,39.98,0,0,Upi
2024-03-22,22,3,4,0,1900-01-01 21:49:01,21,,0,Completed,Bike,Raj_Nagar_Extension,Moolchand,389.0,14.322533136966127,27.16,0,0,Uber_Wallet
2024-04-28,28,4,6,1,1900-01-01 07:28:54,7,,0,Completed,Premier_Sedan,Jhilmil,Malviya_Nagar,74.0,1.5273477812177503,48.45,0,1,Uber_Wallet
2024-05-01,1,5,2,0,1900-01-01 09:30:03,9,,0,Cancelled_By_Driver,Auto,Saket_A_Block,Old_Gurgaon,,,,0,0,No_Payment
2024-01-12,12,1,4,0,1900-01-01 18:48:40,18,,1,Cancelled_By_Driver,Go_Sedan,Central_Secretariat,Janakpuri,,,,0,0,No_Payment
2024-05-07,7,5,1,0,1900-01-01 20:05:26,20,,1,Completed,Auto,Noida_Sector_18,Malviya_Nagar,465.0,18.562874251497007,25.05,0,0,Credit_Card
2024-08-27,27,8,1,0,1900-01-01 09:40:17,9,,0,Completed,Auto,Khan_Market,New_Delhi_Railway_Station,932.0,23.178313852275554,40.21,0,1,Upi
2024-04-03,3,4,2,0,1900-01-01 19:47:28,19,,1,Completed,Premier_Sedan,Ito,Noida_Film_City,191.0,4.294064748201439,44.48,0,1,Cash
2024-04-21,21,4,6,1,1900-01-01 12:27:17,12,,0,Completed,Bike,India_Gate,Shastri_Nagar,770.0,112.9032258064516,6.82,1,0,Upi
2024-09-15,15,9,6,1,1900-01-01 19:41:11,19,,1,Completed,Go_Mini,Indraprastha,Igi_Airport,514.0,31.708821714990744,16.21,1,0,Upi
2024-05-14,14,5,1,0,1900-01-01 14:17:08,14,,1,Cancelled_By_Driver,Go_Mini,Jasola,Rohini,,,,0,0,No_Payment
2024-09-18,18,9,2,0,1900-01-01 18:07:44,18,,1,Completed,Go_Sedan,Botanical_Garden,Mansarovar_Park,349.0,27.05426356589147,12.9,1,0,Upi
2024-07-27,27,7,5,1,1900-01-01 21:55:25,21,,0,Cancelled_By_Driver,Go_Mini,Narsinghpur,Inderlok,,,,0,0,No_Payment
2024-10-07,7,10,0,0,1900-01-01 16:22:15,16,,1,Completed,Ebike,Janakpuri,Golf_Course_Road,267.0,21.849427168576103,12.22,0,0,Cash
2024-11-19,19,11,1,0,1900-01-01 07:50:54,7,,0,No_Driver_Found,Ebike,Ashok_Park_Main,Lok_Kalyan_Marg,,,,0,0,No_Payment
2024-06-27,27,6,3,0,1900-01-01 17:13:13,17,,1,Completed,Go_Mini,Samaypur_Badli,Ghitorni,325.0,82.27848101265822,3.95,1,0,Upi
2024-03-16,16,3,5,1,1900-01-01 19:36:59,19,,1,Completed,Go_Sedan,Laxmi_Nagar,Pragati_Maidan,156.0,3.6389083275017495,42.87,0,1,Cash
2024-06-16,16,6,6,1,1900-01-01 21:03:43,21,,0,Completed,Bike,Lok_Kalyan_Marg,Ignou_Road,689.0,17.294176706827308,39.84,0,0,Upi
2024-04-13,13,4,5,1,1900-01-01 11:19:15,11,,0,Completed,Auto,Munirka,Pulbangash,491.0,117.18377088305488,4.19,1,0,Credit_Card
2024-08-09,9,8,4,0,1900-01-01 03:34:51,3,,0,Completed,Go_Sedan,Noida_Sector_18,Tilak_Nagar,304.0,49.19093851132686,6.18,1,0,Credit_Card
2024-11-28,28,11,3,0,1900-01-01 20:44:46,20,,1,Cancelled_By_Driver,Go_Mini,Gwal_Pahari,Rohini_East,,,,0,0,No_Payment
2024-08-30,30,8,4,0,1900-01-01 19:00:23,19,,1,Cancelled_By_Customer,Auto,Connaught_Place,Uttam_Nagar,,,,0,0,No_Payment
2024-07-11,11,7,3,0,1900-01-01 20:29:02,20,,1,Completed,Auto,Pitampura,Paschim_Vihar,697.0,152.85087719298247,4.56,1,0,Upi
2024-07-25,25,7,3,0,1900-01-01 19:28:35,19,,1,Completed,Auto,Udyog_Bhawan,Janakpuri,679.0,14.276703111858705,47.56,0,1,Upi
2024-08-17,17,8,5,1,1900-01-01 18:35:05,18,,1,Incomplete,Premier_Sedan,Jahangirpuri,Indirapuram,713.0,48.66894197952218,14.65,1,0,Cash
2024-02-18,18,2,6,1,1900-01-01 18:57:12,18,,1,Cancelled_By_Driver,Go_Sedan,Tughlakabad,Vidhan_Sabha,,,,0,0,No_Payment
2024-06-16,16,6,6,1,1900-01-01 10:12:54,10,,0,Completed,Go_Mini,Anand_Vihar,Gurgaon_Sector_56,683.0,21.24416796267496,32.15,0,0,Upi
2024-07-08,8,7,0,0,1900-01-01 21:04:51,21,,0,Completed,Go_Sedan,Vatika_Chowk,Paharganj,91.0,3.872340425531915,23.5,0,0,Upi
2024-02-26,26,2,0,0,1900-01-01 14:46:21,14,,1,Incomplete,Ebike,Central_Secretariat,Sikanderpur,396.0,23.841059602649008,16.61,0,0,Upi
2024-02-28,28,2,2,0,1900-01-01 16:43:09,16,,1,Completed,Go_Sedan,Govindpuri,Kalkaji,769.0,42.39250275633958,18.14,1,0,Cash
2024-12-27,27,12,4,0,1900-01-01 01:14:14,1,,0,Completed,Bike,Welcome,Dlf_Phase_3,323.0,10.385852090032154,31.1,0,0,Uber_Wallet
2024-12-06,6,12,4,0,1900-01-01 16:09:31,16,,1,Incomplete,Premier_Sedan,Preet_Vihar,Mehrauli,627.0,167.6470588235294,3.74,1,0,Uber_Wallet
2024-05-13,13,5,0,0,1900-01-01 18:47:50,18,,1,Completed,Auto,Noida_Extension,Old_Gurgaon,134.0,9.578270192994996,13.99,0,0,Cash
2024-05-09,9,5,3,0,1900-01-01 17:14:18,17,,1,Completed,Go_Mini,Kanhaiya_Nagar,Satguru_Ram_Singh_Marg,940.0,186.5079365079365,5.04,1,0,Credit_Card
2024-11-19,19,11,1,0,1900-01-01 21:04:42,21,,0,No_Driver_Found,Ebike,Seelampur,Udyog_Bhawan,,,,0,0,No_Payment
2024-04-04,4,4,3,0,1900-01-01 14:02:47,14,,1,Completed,Auto,Anand_Vihar,Chirag_Delhi,266.0,7.3521282476506356,36.18,0,0,Uber_Wallet
2024-11-19,19,11,1,0,1900-01-01 20:15:39,20,,1,Completed,Auto,Mehrauli,Karol_Bagh,484.0,36.638909916729745,13.21,1,0,Uber_Wallet
2024-06-04,4,6,1,0,1900-01-01 20:15:11,20,,1,Completed,Go_Sedan,Indirapuram,Noida_Sector_62,250.0,41.254125412541256,6.06,1,0,Cash
2024-08-13,13,8,1,0,1900-01-01 13:22:10,13,,0,Cancelled_By_Driver,Auto,Igi_Airport,Civil_Lines_Gurgaon,,,,0,0,No_Payment
2024-12-25,25,12,2,0,1900-01-01 11:03:11,11,,0,Incomplete,Bike,Saket,Noida_Extension,361.0,24.709103353867214,14.61,0,0,Upi
2024-06-30,30,6,6,1,1900-01-01 11:57:59,11,,0,Completed,Go_Mini,Basai_Dhankot,Shivaji_Park,224.0,4.658901830282862,48.08,0,1,Cash
2024-01-20,20,1,5,1,1900-01-01 21:15:24,21,,0,Cancelled_By_Customer,Go_Mini,Huda_City_Centre,Hauz_Rani,,,,0,0,No_Payment
2024-04-10,10,4,2,0,1900-01-01 11:34:22,11,,0,Completed,Premier_Sedan,Vatika_Chowk,Saidulajab,669.0,16.932422171602127,39.51,0,0,Cash
2024-07-28,28,7,6,1,1900-01-01 09:55:49,9,,0,Cancelled_By_Customer,Go_Sedan,Gurgaon_Sector_29,Kherki_Daula_Toll,,,,0,0,No_Payment
2024-08-04,4,8,6,1,1900-01-01 08:25:20,8,,0,Cancelled_By_Driver,Auto,Kalkaji,Ina_Market,,,,0,0,No_Payment
2024-08-05,5,8,0,0,1900-01-01 15:40:40,15,,1,Completed,Go_Mini,Gtb_Nagar,Kalkaji,207.0,26.436781609195403,7.83,1,0,Uber_Wallet
2024-08-16,16,8,4,0,1900-01-01 12:45:03,12,,0,Completed,Go_Sedan,Rajiv_Nagar,Meerut,227.0,18.395461912479742,12.34,0,0,Cash
2024-03-21,21,3,3,0,1900-01-01 01:29:50,1,,0,Completed,Premier_Sedan,Panchsheel_Park,Yamuna_Bank,771.0,21.00817438692098,36.7,0,0,Upi
2024-04-29,29,4,0,0,1900-01-01 22:39:08,22,,0,Cancelled_By_Driver,Auto,Sonipat,Gtb_Nagar,,,,0,0,No_Payment
2024-05-06,6,5,0,0,1900-01-01 13:35:55,13,,0,Completed,Auto,Sadar_Bazar_Gurgaon,Chanakyapuri,441.0,14.0,31.5,0,0,Uber_Wallet
2024-09-13,13,9,4,0,1900-01-01 15:20:50,15,,1,Cancelled_By_Driver,Go_Sedan,Netaji_Subhash_Place,Kashmere_Gate_Isbt,,,,0,0,No_Payment
2024-05-18,18,5,5,1,1900-01-01 06:30:30,6,,0,Completed,Premier_Sedan,Lajpat_Nagar,Rohini,788.0,184.97652582159625,4.26,1,0,Upi
2024-10-06,6,10,6,1,1900-01-01 21:53:22,21,,0,Completed,Auto,Indraprastha,Panipat,459.0,9.82028241335045,46.74,0,1,Upi
2024-10-10,10,10,3,0,1900-01-01 03:56:19,3,,0,Completed,Go_Sedan,Panchsheel_Park,Yamuna_Bank,473.0,9.782833505687694,48.35,0,1,Cash
2024-05-14,14,5,1,0,1900-01-01 06:39:13,6,,0,Completed,Bike,Noida_Sector_62,Dlf_City_Court,503.0,10.086224182875476,49.87,0,1,Cash
2024-12-28,28,12,5,1,1900-01-01 15:23:53,15,,1,Completed,Go_Mini,Badarpur,Botanical_Garden,586.0,25.84913983237759,22.67,1,0,Upi
2024-11-11,11,11,0,0,1900-01-01 16:22:48,16,,1,Cancelled_By_Driver,Auto,South_Extension,Hauz_Rani,,,,0,0,No_Payment
2024-08-20,20,8,1,0,1900-01-01 09:51:13,9,,0,Cancelled_By_Driver,Bike,Sikanderpur,Ina_Market,,,,0,0,No_Payment
2024-05-29,29,5,2,0,1900-01-01 22:39:15,22,,0,Completed,Go_Mini,Preet_Vihar,Cyber_Hub,236.0,5.224706663714855,45.17,0,1,Upi
2024-11-19,19,11,1,0,1900-01-01 17:42:35,17,,1,Completed,Go_Mini,Kadarpur,Maidan_Garhi,73.0,3.164282618118769,23.07,0,0,Upi
2024-11-27,27,11,2,0,1900-01-01 08:10:57,8,,0,Completed,Premier_Sedan,Malviya_Nagar,Nehru_Place,355.0,87.00980392156863,4.08,1,0,Cash
