user_id,user_type,country,request_type,model_used,device_type,prompt_length,requests_per_min,toxic_score,jailbreak_score,anomaly_score,failed_requests,session_duration_sec,api_cost_usd,misuse_label
user_18429,premium,UK,text_generation,vision_model,web,460,51.71,0.842,0.295,0.038,17,2800,1.789,1
user_7893,free,USA,code_generation,code_llm,mobile,1166,130.61,0.608,0.379,0.986,5,7804,1.186,1
user_48333,bot,India,image_generation,vision_model,api,1939,21.57,0.737,0.47,0.977,9,4430,4.984,1
user_4436,premium,USA,text_generation,code_llm,web,1513,124.1,0.772,0.455,0.266,5,6177,2.51,1
user_75290,free,Australia,text_generation,gpt_like,mobile,119,121.1,0.837,0.508,0.709,2,3868,2.233,1
user_77213,free,Singapore,code_generation,code_llm,mobile,4260,117.98,0.301,0.125,0.269,27,4653,2.867,1
user_6895,free,Australia,text_generation,gpt_like,api,3266,12.26,0.392,0.807,0.012,19,5122,3.471,1
user_20738,free,UK,code_generation,code_llm,api,578,39.04,0.076,0.208,0.326,12,7732,2.908,0
user_31746,bot,Germany,text_generation,vision_model,mobile,762,45.08,0.204,0.997,0.837,11,1306,1.569,1
user_50377,premium,Australia,text_generation,gpt_like,web,3506,52.47,0.845,0.584,0.84,18,8384,3.056,1
user_49404,premium,Australia,image_generation,vision_model,web,1653,97.53,0.001,0.118,0.38,6,6760,1.997,1
user_55045,bot,UK,text_generation,code_llm,web,1752,74.33,0.504,0.954,0.702,23,6195,4.538,1
user_40790,bot,UK,code_generation,gpt_like,api,3572,117.72,0.142,0.403,0.711,8,4171,1.668,1
user_6600,free,Canada,image_generation,vision_model,web,3276,90.57,0.792,0.917,0.315,13,3254,4.106,1
user_41764,premium,Australia,text_generation,vision_model,api,148,16.75,0.478,0.551,0.097,26,1387,6.449,0
user_75543,free,UK,text_generation,code_llm,web,790,51.04,0.559,0.408,0.469,7,3355,4.612,0
user_46714,free,Canada,code_generation,code_llm,web,3837,121.62,0.695,0.03,0.68,25,5095,3.739,1
user_57835,free,Singapore,text_generation,gpt_like,web,3012,27.72,0.549,0.459,0.608,2,7404,1.522,0
user_74744,free,UK,text_generation,gpt_like,web,658,116.95,0.236,0.01,0.758,11,3731,0.304,1
user_57491,free,Australia,image_generation,gpt_like,web,3771,136.43,0.807,0.199,0.188,16,1685,2.092,1
user_19589,free,Canada,text_generation,code_llm,mobile,268,73.94,0.451,0.039,0.185,12,8392,2.085,1
user_44484,bot,India,text_generation,gpt_like,mobile,882,41.68,0.115,0.699,0.603,4,81,3.11,1
user_37212,premium,Singapore,text_generation,vision_model,web,347,132.81,0.848,0.848,0.148,14,5385,0.077,1
user_44525,free,Canada,image_generation,code_llm,mobile,282,22.3,0.196,0.914,0.697,5,4085,5.828,1
user_48202,free,UK,image_generation,vision_model,api,298,113.56,0.523,0.816,0.802,24,7635,5.782,1
user_33635,free,Germany,code_generation,code_llm,api,689,45.91,0.915,0.131,0.806,18,8269,6.692,1
user_64208,premium,USA,image_generation,code_llm,api,2210,120.78,0.056,0.32,0.028,2,5283,4.109,1
user_34828,free,Canada,text_generation,code_llm,web,2326,132.36,0.672,0.591,0.915,21,6579,0.691,1
user_19711,free,Australia,image_generation,vision_model,api,3404,62.0,0.738,0.148,0.288,1,2830,3.676,1
user_4420,free,Australia,code_generation,vision_model,mobile,1526,75.29,0.767,0.875,0.052,24,2504,4.289,1
user_1301,free,Germany,code_generation,gpt_like,web,2283,135.17,0.093,0.604,0.926,9,7708,3.411,1
user_46236,free,UK,image_generation,code_llm,web,4214,53.52,0.103,0.219,0.364,23,68,4.822,1
user_67235,free,UK,image_generation,vision_model,mobile,1473,33.18,1.0,0.522,0.138,8,637,0.255,1
user_55240,bot,Canada,text_generation,code_llm,web,3312,126.3,0.461,0.432,0.797,5,1595,3.604,1
user_66726,free,Singapore,code_generation,vision_model,web,4002,119.21,0.623,0.625,0.64,11,284,1.593,1
user_11492,free,Singapore,text_generation,code_llm,mobile,157,87.44,0.815,0.634,0.059,3,6912,0.284,1
user_7102,free,Australia,image_generation,vision_model,mobile,2592,98.81,0.468,0.96,0.962,1,4900,1.25,1
user_51336,internal,Germany,code_generation,code_llm,web,3613,128.35,0.597,0.472,0.2,7,1296,3.948,1
user_27641,bot,Singapore,text_generation,gpt_like,api,294,84.18,0.184,0.26,0.005,27,4905,1.421,1
user_35584,free,Singapore,code_generation,code_llm,api,4063,59.89,0.896,0.499,0.439,12,6786,3.129,1
user_33745,free,Australia,text_generation,gpt_like,web,153,113.67,0.547,0.044,0.437,16,3045,4.465,1
user_24093,premium,India,image_generation,code_llm,web,1182,35.31,0.236,0.125,0.336,12,7391,5.213,0
user_67105,premium,UK,text_generation,code_llm,web,3199,82.58,0.808,0.437,0.007,25,5411,3.067,1
user_52885,free,Germany,code_generation,code_llm,mobile,1941,32.29,0.07,0.035,0.524,23,406,5.605,0
user_37631,free,Australia,code_generation,vision_model,api,3381,85.14,0.921,0.509,0.342,11,5206,5.405,1
user_73991,bot,UK,code_generation,vision_model,api,386,79.34,0.736,0.391,0.345,1,7468,1.56,1
user_5014,free,India,text_generation,vision_model,web,396,92.7,0.283,0.152,0.874,18,6396,6.407,1
user_12093,free,UK,text_generation,gpt_like,api,2176,130.7,0.038,0.543,0.284,8,7943,4.587,1
user_19070,free,USA,text_generation,vision_model,mobile,3841,84.96,0.738,0.727,0.417,21,6831,4.244,1
user_36777,bot,Singapore,text_generation,gpt_like,web,42,107.41,0.017,0.564,0.033,26,2621,2.525,1
user_57958,premium,USA,image_generation,vision_model,web,1172,85.64,0.116,0.256,0.741,16,7916,6.214,1
user_11729,free,Germany,code_generation,gpt_like,api,3386,40.38,0.845,0.879,0.662,5,2222,6.82,1
user_46017,free,Germany,image_generation,code_llm,mobile,2694,121.82,0.452,0.252,0.968,15,140,0.93,1
user_67320,premium,Germany,text_generation,gpt_like,mobile,3766,21.77,0.982,0.854,0.706,14,5838,3.799,1
user_28751,free,Germany,code_generation,vision_model,web,203,41.21,0.557,0.218,0.183,16,8042,3.621,0
user_79069,free,USA,text_generation,gpt_like,api,551,72.33,0.16,0.422,0.029,27,231,2.395,1
user_55748,free,UK,text_generation,vision_model,web,1050,2.93,0.619,0.396,0.628,13,7437,2.626,0
user_6801,bot,Singapore,code_generation,vision_model,mobile,479,11.95,0.638,0.721,0.698,16,8012,4.575,1
user_20190,premium,Australia,text_generation,vision_model,api,1610,82.05,0.732,0.375,0.212,25,7329,4.285,1
user_50689,free,Germany,text_generation,code_llm,api,588,70.25,0.726,0.95,0.742,15,432,5.44,1
user_51993,free,Singapore,image_generation,vision_model,web,4445,80.47,0.323,0.171,0.035,21,5799,1.752,1
user_30592,premium,Australia,code_generation,code_llm,web,2865,2.08,0.105,0.176,0.584,1,4306,3.34,0
user_11647,free,UK,image_generation,code_llm,api,1225,120.98,0.207,0.163,0.229,16,5870,3.041,1
user_9716,free,Canada,image_generation,code_llm,api,3152,29.61,0.223,0.034,0.067,17,4150,6.283,0
user_71316,free,UK,image_generation,code_llm,mobile,204,72.01,0.269,0.332,0.855,8,1764,2.765,1
user_3368,bot,Australia,code_generation,code_llm,api,2831,116.09,0.868,0.748,0.946,10,3004,1.703,1
user_78575,free,Germany,image_generation,vision_model,api,2263,113.06,0.989,0.833,0.876,22,6484,3.889,1
user_7655,free,USA,text_generation,code_llm,web,3944,110.95,0.853,0.563,0.21,10,8762,6.099,1
user_71031,premium,Australia,text_generation,vision_model,mobile,3777,67.06,0.154,0.144,0.01,22,1843,4.309,0
user_77429,free,UK,image_generation,gpt_like,web,1711,77.28,0.214,0.984,0.279,26,2064,1.408,1
user_56766,free,Germany,image_generation,code_llm,api,4322,105.48,0.802,0.5,0.4,20,3932,1.02,1
user_14403,bot,Canada,code_generation,gpt_like,api,1318,9.51,0.18,0.766,0.679,1,193,6.993,1
user_33097,bot,Australia,text_generation,code_llm,api,3895,70.88,0.921,0.595,0.263,19,8416,5.308,1
user_79657,free,UK,code_generation,gpt_like,web,48,91.83,0.226,0.113,0.356,5,3276,5.166,1
user_11966,free,Germany,code_generation,code_llm,web,4133,112.09,0.194,0.667,0.248,0,5753,4.05,1
user_53921,free,Canada,image_generation,gpt_like,web,278,90.41,0.825,0.897,0.792,29,1576,3.881,1
user_50726,premium,USA,text_generation,gpt_like,mobile,741,102.57,0.471,0.514,0.302,26,7529,6.891,1
user_51300,premium,Canada,text_generation,gpt_like,mobile,540,67.49,0.435,0.61,0.482,14,5773,5.49,0
user_23677,bot,Canada,code_generation,gpt_like,api,3250,112.04,0.983,0.777,0.254,3,2472,0.588,1
user_56609,free,USA,text_generation,code_llm,api,957,38.03,0.601,0.028,0.26,17,3601,5.579,0
user_57661,premium,Singapore,image_generation,vision_model,api,4418,127.06,0.416,0.941,0.285,3,2251,4.775,1
user_32024,bot,Germany,code_generation,gpt_like,web,218,110.58,0.015,0.429,0.593,25,8551,2.809,1
user_71313,bot,USA,text_generation,gpt_like,web,4442,103.12,0.437,0.499,0.902,15,845,3.728,1
user_54006,bot,Germany,text_generation,vision_model,web,3058,10.75,0.55,0.425,0.367,18,3672,6.205,0
user_16338,free,Canada,text_generation,vision_model,mobile,1895,113.92,0.749,0.381,0.371,1,6775,0.132,1
user_69027,premium,UK,code_generation,gpt_like,web,3615,14.29,0.877,0.131,0.167,27,8728,5.591,1
user_20508,premium,Canada,text_generation,code_llm,web,2795,71.38,0.149,0.297,0.409,18,6777,0.257,1
user_4051,free,Canada,text_generation,code_llm,api,4279,97.35,0.143,0.702,0.295,24,8342,5.688,1
user_49747,bot,India,image_generation,vision_model,mobile,924,36.75,0.611,0.369,0.144,27,7318,6.783,1
user_55021,premium,Canada,image_generation,gpt_like,web,2044,42.86,0.603,0.402,0.158,5,3783,2.553,0
user_67412,free,India,text_generation,gpt_like,api,1790,18.99,0.82,0.772,0.728,17,1786,5.644,1
user_59335,free,UK,code_generation,gpt_like,mobile,4183,129.03,0.951,0.985,0.401,28,7061,4.258,1
user_57179,premium,Canada,text_generation,code_llm,api,2712,43.98,0.693,0.098,0.777,7,8366,4.005,0
user_33093,free,Singapore,image_generation,gpt_like,web,3856,46.93,0.349,0.748,0.122,2,768,4.734,1
user_70678,premium,Singapore,image_generation,code_llm,web,2328,74.83,0.332,0.068,0.077,10,5947,1.491,1
user_40734,free,Australia,image_generation,gpt_like,api,1948,37.48,0.276,0.719,0.572,5,5774,4.816,1
user_73615,free,Australia,image_generation,vision_model,mobile,3219,25.18,0.287,0.26,0.884,26,2933,4.208,1
user_74523,free,USA,code_generation,code_llm,web,45,117.73,0.775,0.082,0.168,13,705,0.729,1
user_18019,free,Canada,text_generation,gpt_like,api,899,90.84,0.561,0.168,0.234,1,2656,6.487,1
user_74847,free,India,code_generation,code_llm,api,2109,91.45,0.922,0.122,0.396,17,8347,1.593,1
user_29251,premium,Germany,text_generation,code_llm,mobile,2857,34.1,0.373,0.315,0.228,11,5433,5.405,0
user_26945,free,USA,code_generation,gpt_like,web,3135,119.13,0.711,0.045,0.763,11,3057,3.133,1
user_33217,free,USA,text_generation,vision_model,web,1952,76.24,0.598,0.179,0.494,23,6019,4.212,1
user_9308,free,Germany,text_generation,gpt_like,api,2480,31.5,0.899,0.146,0.266,16,4230,0.005,1
user_6949,free,Germany,code_generation,gpt_like,api,2994,17.68,0.756,0.588,0.733,18,7296,5.752,1
user_52990,free,Singapore,code_generation,vision_model,web,1624,20.97,0.126,0.431,0.363,22,1611,2.104,0
user_2150,internal,Canada,image_generation,vision_model,api,1990,42.29,0.24,0.391,0.277,11,2201,2.022,0
user_75740,free,Australia,text_generation,gpt_like,mobile,813,23.28,0.666,0.476,0.309,14,6287,5.422,0
user_67617,premium,Canada,code_generation,code_llm,mobile,664,35.86,0.783,0.052,0.235,16,7203,3.931,1
user_17896,free,Canada,text_generation,vision_model,web,3474,127.56,0.347,0.022,0.302,10,8595,5.05,1
user_47175,bot,Singapore,text_generation,vision_model,web,1496,29.05,0.512,0.852,0.84,12,2830,5.636,1
user_8805,free,Canada,text_generation,gpt_like,mobile,2358,28.12,0.77,0.384,0.252,0,1859,5.878,1
user_6237,premium,USA,code_generation,code_llm,api,4007,135.07,0.918,0.028,0.992,13,8471,4.068,1
user_21056,free,India,image_generation,vision_model,web,1447,63.32,0.671,0.948,0.002,28,7185,6.606,1
user_46543,bot,Australia,image_generation,gpt_like,mobile,4318,26.05,0.529,0.199,0.266,8,1110,3.861,0
user_57556,free,USA,text_generation,code_llm,mobile,3035,39.22,0.704,0.747,0.98,26,710,6.219,1
user_4343,free,Canada,code_generation,vision_model,api,2886,80.97,0.068,0.135,0.818,20,5477,4.718,1
user_14500,bot,USA,code_generation,vision_model,api,89,54.29,0.044,0.699,0.94,4,6406,5.02,1
user_54222,bot,Germany,text_generation,vision_model,api,3640,81.71,0.111,0.056,0.954,15,4050,0.82,1
user_30375,premium,USA,text_generation,gpt_like,web,1637,26.22,0.677,0.137,0.748,23,7918,0.824,0
user_10662,free,Canada,text_generation,vision_model,web,2496,106.8,0.317,0.773,0.845,12,839,1.92,1
user_17964,free,Singapore,code_generation,code_llm,mobile,1686,68.29,0.32,0.835,0.417,28,2803,0.589,1
user_60638,premium,Singapore,code_generation,code_llm,web,2203,130.25,0.973,0.035,0.781,1,7533,4.212,1
user_74666,free,Australia,code_generation,code_llm,mobile,1086,61.08,0.995,0.93,0.472,13,5158,6.402,1
user_68215,free,Australia,text_generation,vision_model,web,1254,46.03,0.978,0.548,0.108,19,4900,4.578,1
user_70042,internal,Germany,text_generation,code_llm,mobile,615,125.81,0.973,0.585,0.717,0,4724,3.161,1
user_14284,premium,Australia,code_generation,vision_model,web,1273,126.18,0.041,0.133,0.653,23,6279,3.015,1
user_73789,free,Canada,code_generation,code_llm,api,4137,131.15,0.358,0.721,0.73,9,1610,2.906,1
user_62389,bot,Singapore,text_generation,vision_model,api,4260,131.0,0.836,0.921,0.369,2,3761,4.69,1
user_10435,free,Australia,image_generation,vision_model,web,1127,81.33,0.873,0.213,0.087,23,8027,3.685,1
user_55340,internal,USA,code_generation,vision_model,web,652,63.04,0.959,0.727,0.255,22,6604,4.465,1
user_45078,internal,UK,image_generation,gpt_like,api,1677,74.76,0.714,0.371,0.936,24,2541,1.594,1
user_79832,free,UK,text_generation,gpt_like,mobile,1679,114.91,0.095,0.745,0.697,24,430,5.371,1
user_52293,premium,Australia,image_generation,vision_model,api,1499,32.42,0.138,0.953,0.726,5,1242,2.764,1
user_79781,free,Australia,image_generation,gpt_like,web,3265,133.08,0.004,0.422,0.922,28,2858,3.448,1
user_61403,free,Australia,code_generation,code_llm,mobile,1026,124.56,0.838,0.027,0.291,9,4778,3.378,1
user_30124,premium,Singapore,image_generation,gpt_like,api,3204,117.07,0.81,0.149,0.946,0,3884,6.911,1
user_44919,premium,UK,text_generation,gpt_like,mobile,874,75.14,0.538,0.469,0.066,21,320,5.915,1
user_36247,free,USA,text_generation,gpt_like,web,1590,89.98,0.606,0.906,0.848,15,6120,2.835,1
user_63752,free,Germany,text_generation,vision_model,api,2373,44.38,0.179,0.758,0.536,28,4240,0.41,1
user_57573,internal,India,text_generation,code_llm,mobile,1461,48.05,0.906,0.79,0.606,5,4429,4.162,1
user_60101,premium,USA,image_generation,vision_model,web,3269,104.33,0.891,0.653,0.164,2,3634,2.582,1
user_27646,premium,USA,image_generation,code_llm,api,3112,94.69,0.768,0.208,0.394,27,6661,4.49,1
user_24049,free,USA,code_generation,gpt_like,mobile,2974,128.22,0.452,0.095,0.49,18,8780,3.189,1
user_69385,free,Germany,code_generation,gpt_like,api,4220,62.15,0.714,0.76,0.946,27,6629,4.011,1
user_41158,premium,Canada,code_generation,gpt_like,mobile,2986,86.54,0.447,0.468,0.082,23,3687,0.413,1
user_66417,free,Canada,text_generation,code_llm,web,2616,34.07,0.359,0.082,0.813,14,8765,3.878,1
user_24289,bot,India,code_generation,gpt_like,mobile,3412,33.82,0.251,0.274,0.924,17,1094,2.557,1
user_10823,free,India,image_generation,vision_model,web,3725,42.67,0.607,0.99,0.235,21,1291,5.024,1
user_61160,premium,Germany,text_generation,gpt_like,web,3444,54.08,0.152,0.073,0.142,3,2597,3.768,0
user_42975,free,India,text_generation,code_llm,web,941,90.22,0.194,0.503,0.69,19,8726,0.508,1
user_10540,premium,Singapore,code_generation,vision_model,web,278,81.09,0.77,0.924,0.447,21,8857,5.292,1
user_17364,free,Australia,text_generation,gpt_like,web,1201,96.77,0.582,0.542,0.214,13,5615,2.913,1
user_5611,free,UK,code_generation,code_llm,mobile,1594,9.31,0.866,0.677,0.262,17,2317,4.833,1
user_28663,bot,Australia,text_generation,gpt_like,web,1809,72.68,0.963,0.969,0.441,2,17,5.34,1
user_52991,internal,Germany,image_generation,gpt_like,web,1441,77.25,0.971,0.651,0.609,6,5612,2.505,1
user_58679,bot,Singapore,code_generation,gpt_like,web,3547,95.89,0.453,0.515,0.457,26,5017,1.895,1
user_31977,free,UK,code_generation,gpt_like,mobile,3717,41.94,0.767,0.387,0.063,10,5650,4.551,1
user_50115,free,UK,text_generation,vision_model,mobile,4144,90.65,0.096,0.491,0.012,16,7507,4.533,1
user_61890,bot,India,image_generation,vision_model,web,3723,94.84,0.223,0.945,0.548,14,8326,4.954,1
user_67387,free,Germany,code_generation,gpt_like,mobile,917,56.06,0.058,0.955,0.584,26,7870,0.586,1
user_19071,bot,UK,image_generation,vision_model,mobile,1499,79.16,0.294,0.556,0.704,3,8579,6.161,1
user_60275,internal,Germany,code_generation,gpt_like,web,3069,10.73,0.058,0.496,0.193,8,3717,5.579,0
user_73369,free,India,code_generation,vision_model,api,2764,115.66,0.938,0.447,0.999,21,477,3.598,1
user_12938,free,UK,code_generation,vision_model,api,4052,92.94,0.504,0.69,0.309,4,7296,1.413,1
user_36195,free,Singapore,image_generation,gpt_like,mobile,1092,65.46,0.064,0.969,0.467,6,3924,3.519,1
user_5000,premium,USA,text_generation,vision_model,web,11,0.66,0.477,0.243,0.955,29,77,3.164,1
user_71588,free,UK,text_generation,gpt_like,mobile,1990,65.61,0.685,0.623,0.649,3,4517,3.143,0
user_39304,bot,Australia,text_generation,vision_model,web,2426,3.54,0.279,0.498,0.827,29,5909,2.136,1
user_70449,premium,Australia,text_generation,code_llm,mobile,2811,3.67,0.924,0.481,0.899,16,897,0.093,1
user_21764,free,Canada,text_generation,vision_model,mobile,672,96.92,0.834,0.697,0.287,13,2085,2.284,1
user_39494,free,Singapore,image_generation,vision_model,api,963,0.14,0.535,0.276,0.882,17,1201,5.614,1
user_4373,premium,Germany,code_generation,vision_model,api,3999,103.81,0.818,0.552,0.838,27,345,3.785,1
user_13161,bot,India,image_generation,vision_model,web,3455,111.79,0.057,0.951,0.612,26,3538,1.229,1
user_28350,free,USA,text_generation,code_llm,web,765,106.46,0.826,0.087,0.581,14,2379,6.58,1
user_26351,free,Australia,text_generation,code_llm,api,4128,19.97,0.778,0.95,0.364,26,8626,5.671,1
user_16305,free,UK,text_generation,code_llm,api,1850,67.34,0.095,0.527,0.83,5,6602,6.681,1
user_76353,free,Germany,code_generation,gpt_like,api,2441,97.28,0.215,0.079,0.477,4,2794,3.055,1
user_77797,premium,Australia,text_generation,code_llm,mobile,872,6.17,0.898,0.068,0.849,18,7994,6.063,1
user_66953,free,Singapore,text_generation,gpt_like,web,4390,46.72,0.223,0.633,0.177,4,26,3.48,0
user_58458,premium,Canada,image_generation,vision_model,web,3286,126.57,0.664,0.471,0.626,2,5005,5.832,1
user_21358,bot,USA,code_generation,code_llm,mobile,1396,16.72,0.136,0.472,0.327,7,6370,5.837,0
user_4267,free,UK,code_generation,vision_model,web,1151,136.43,0.026,0.446,0.645,18,1132,0.962,1
user_39513,bot,USA,image_generation,gpt_like,web,2373,133.49,0.353,0.272,0.68,9,6420,6.866,1
user_27092,free,Germany,text_generation,vision_model,web,1861,48.58,0.75,0.406,0.333,12,6758,4.158,1
user_12338,premium,USA,text_generation,code_llm,api,2385,29.76,0.644,0.125,0.612,23,1837,2.506,0
user_1412,premium,UK,code_generation,gpt_like,api,2272,20.97,0.101,0.062,0.622,6,2757,4.392,0
user_8543,free,Canada,text_generation,vision_model,web,3109,52.52,0.026,0.572,0.768,1,3004,0.79,0
user_34496,free,Singapore,image_generation,gpt_like,web,1555,4.16,0.641,0.731,0.116,13,1714,4.76,1
user_61692,free,UK,text_generation,vision_model,web,1043,88.07,0.691,0.049,0.565,25,7667,4.696,1
user_45425,free,Germany,code_generation,code_llm,web,3553,136.78,0.303,0.034,0.908,18,8401,3.285,1
user_39756,free,Canada,text_generation,gpt_like,mobile,1527,18.03,0.113,0.218,0.178,16,5663,1.35,0
user_19888,bot,Australia,text_generation,gpt_like,mobile,796,89.2,0.014,0.452,0.827,23,8435,2.943,1
user_36735,free,Australia,code_generation,gpt_like,api,2855,68.5,0.441,0.084,0.77,23,6442,2.049,0
user_48295,free,Australia,code_generation,code_llm,web,377,87.75,0.439,0.691,0.685,10,5130,2.767,1
